# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnK-UUU             -          u26                  -               36      66     835     805     861     799      73    -       0.021   15.5   0.0  -
trnT-UGU             -          u26                  -               36      66     834     804     842     799      72    -        0.25   12.2   0.1  -
trnR-UCG             -          u26                  -               27      66     845     806     866     802      74    -        0.27   12.1   0.0  -
trnT-GGU             -          u26                  -               49      68   10626   10645   10607   10650      72    +        0.47   11.2   0.5  -
trnY-GUA             -          u26                  -               47      78     828     803     844     798      83    -         0.5   11.4   0.4  -
trnT-UGU             -          u26                  -               51      67    7152    7168    7150    7169      72    +         0.5   11.2   0.3  -
trnY-GUA             -          u26                  -               16      83    7102    7173    7094    7173      83    +        0.53   11.3   0.3  -
trnR-UCU             -          u26                  -               37      65     835     807     854     804      74    -        0.57   11.0   0.0  -
trnT-UGU             -          u26                  -               49      70   10626   10647   10625   10648      72    +        0.59   11.0   1.0  -
trnD-GUC             -          u26                  -               49      75     831     804     851     798      81    -         0.6   10.9   0.4  -
trnS-CGA             -          u26                  -               40      67   10617   10644   10598   10648      72    +        0.73   10.4   1.0  -
trnL-UAA             -          u26                  -               52      80    7145    7173    7125    7173      80    +        0.93   10.3   0.9  -
trnT-UGU             -          u26                  -               34      60   11421   11393   11431   11376      72    -         1.3    9.9   2.4  -
trnR-UCU             -          u26                  -               50      69   10625   10644   10605   10647      74    +         1.9    9.3   0.8  -
trnH-GUG             -          u26                  -               41      66     954     929     969     924      74    -         2.1    8.9   0.7  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXp1Ds3E/tmpXXXXJH1orF.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_mito.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXp1Ds3E/tmpXXXXiCVAME.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_mito.fam results/organelles/tmp_XXXXp1Ds3E/tmpXXXXJH1orF.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurZibPV
# Date:            Wed Apr  8 02:04:54 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
mttB                 -          u28                  -               31     868  110892  111733  110871  111746     881    +           0 1066.0  27.4  -
ccmFc                -          u28                  -               23     796  120991  120212  121011  120201    1471    -    1.2e-282  940.2   6.1  -
tatC                 -          u28                  -                5     731  110940  111670  110931  111681     741    +    6.1e-239  796.1  27.1  -
ccmFc                -          u28                  -              795    1395  119257  118657  119277  118623    1471    -    1.5e-225  750.9  10.0  -
nad9                 -          u28                  -              190     634  110302  110747  110282  110773     719    +    5.7e-178  593.4   6.4  -
nad5                 -          u28                  -             1449    1845   90266   90662   90234   90691    1994    +    1.2e-147  493.1   9.5  -
sdh3                 -          u28                  -              231     507  138270  138025  138272  137953     601    -     9.7e-78  261.9  19.9  -
nad5                 -          u28                  -             1845    1993   91593   91741   91573   91742    1994    +     4.4e-34  116.5  15.8  -
rps11                -          u28                  -              246     478   52396   52166   52407   52165     877    -     2.3e-20   72.7   2.4  -
trnI-CAU             -          u28                  -                1      74  115368  115295  115368  115295      74    -     3.4e-20   75.0   2.0  -
trnfM-CAU            -          u28                  -                1      74  125957  125884  125957  125884      74    -     8.2e-20   73.8   1.3  -
trnM-CAU             -          u28                  -                7      83  125957  125884  125963  125879      88    -     2.5e-17   65.8   1.1  -
nad4L                -          u28                  -              110     168  110244  110302  110239  110305     439    +       5e-16   59.0   5.4  -
rps19                -          u28                  -              502     622    1079     953    1088     931     688    -     4.7e-15   54.8   5.5  -
rps3                 -          u28                  -               82     162    1006     894    1027     875    2146    -     5.9e-15   52.6   3.1  -
trnM-CAU             -          u28                  -                6      81  115371  115294  115376  115292      88    -       3e-12   49.6   0.9  -
atp9                 -          u28                  -               90     146  123016  122960  123038  122960     540    -     4.9e-09   35.4   1.3  -
rps2                 -          u28                  -              127     171  144602  144646  144594  144657     997    +       2e-07   28.5   1.6  -
rrn18                -          u28                  -              114     171   45478   45410   45494   45385    2142    -     3.1e-07   24.6   1.4  -
sdh4                 -          u28                  -              113     145  121451  121483  121433  121503     753    +     6.1e-06   25.2   0.9  -
trnfM-CAU            -          u28                  -                2      73   45417   45358   45418   45357      74    -     6.2e-06   29.3   0.6  -
trnfM-CAU            -          u28                  -                8      66  115361  115303  115365  115301      74    -     3.6e-05   26.9   2.0  -
trnL-CAA             -          u28                  -                8      74  125950  125891  125955  125885      81    -     4.9e-05   26.9   0.2  -
trnM-CAU             -          u28                  -                6      83   45419   45357   45423   45352      88    -     5.1e-05   26.4   0.0  -
trnI-CAU             -          u28                  -               13      66  125945  125892  125951  125885      74    -     6.5e-05   26.1   0.1  -
trnE-UUC             -          u28                  -               44      72   66526   66554   66506   66554      72    +     0.00024   24.6   0.4  -
matR                 -          u28                  -              634     691  120353  120410  120331  120430    2092    +     0.00069   15.8   3.1  -
nad4                 -          u28                  -              576     758   31244   31421   31224   31441    1498    +      0.0064   13.3   2.3  -
trnS-CGA             -          u28                  -               13      69  125944  125887  125945  125884      72    -      0.0092   19.0   1.1  -
ccmFn                -          u28                  -              220     266   45110   45064   45121   45056    1970    -       0.016   10.9   9.9  -
trnR-UCU             -          u28                  -               32      65  125926  125893  125949  125890      74    -        0.02   18.1   0.0  -
trnK-UUU             -          u28                  -               36      66  125921  125891  125941  125885      73    -       0.021   18.0   0.3  -
rrn26                -          u28                  -              680     732   43224   43174   43231   43160    3674    -       0.022    8.9   0.7  -
trnfM-CAU            -          u28                  -               50      73   68261   68238   68286   68237      74    -       0.026   17.7   0.0  -
rpl16                -          u28                  -              536     565  101521  101492  101536  101482     574    -       0.027   12.8   0.9  -
atp9                 -          u28                  -              150     170  107494  107474  107495  107470     540    -       0.063   11.9   0.4  -
trnR-UCG             -          u28                  -               27      66  125931  125892  125952  125889      74    -       0.069   16.5   0.2  -
trnT-UGU             -          u28                  -               43      70  121885  121912  121878  121914      72    +       0.071   16.4   1.1  -
rps2                 -          u28                  -               85     111  144728  144754  144727  144756     997    +        0.24    8.4   1.0  -
trnP-UGG             -          u28                  -               60      89  125917  125886  125937  125867     111    -        0.38   13.2   0.7  -
trnL-CAA             -          u28                  -               13      73  115355  115303  115365  115300      81    -        0.66   13.7   1.4  -
trnM-CAU             -          u28                  -               56      81   68261   68239   68281   68234      88    -        0.68   13.2   0.0  -
trnK-UUU             -          u28                  -               37      66   45393   45364   45414   45358      73    -        0.74   13.1   0.7  -
trnR-UCU             -          u28                  -               43      69  121884  121909  121865  121919      74    +        0.85   12.9   0.1  -
trnD-GUC             -          u28                  -               48      74  125918  125891  125938  125884      81    -           1   12.6   0.9  -
trnT-UGU             -          u28                  -               42      67   66524   66549   66515   66554      72    +         1.1   12.6   0.9  -
trnI-CAU             -          u28                  -               31      62   45400   45369   45413   45356      74    -         1.1   12.5   0.9  -
trnR-UCU             -          u28                  -               30      66   45401   45365   45418   45363      74    -         1.4   12.2   1.1  -
nad6                 -          u28                  -              654     688   84760   84717   84762   84678    1064    -         1.8    6.2   4.7  -
trnT-GGU             -          u28                  -               48      69  121890  121911  121870  121915      72    +         2.5   11.3   0.4  -
trnG-UCC             -          u28                  -               43      64   66526   66547   66521   66553      71    +         2.5   11.7   0.8  -
trnI-CAU             -          u28                  -                3      57  115314  115368  115312  115382      74    +         3.1   11.1   4.2  -
trnK-UUU             -          u28                  -               46      71  115322  115297  115332  115295      73    -         3.7   10.8   0.2  -
trnY-GUA             -          u28                  -               45      77  125916  125890  125935  125884      83    -         3.7   11.1   1.1  -
trnS-CGA             -          u28                  -               45      66  115322  115301  115342  115299      72    -         4.2   10.5   0.3  -
trnN-GUU             -          u28                  -               43      64  125913  125892  125935  125886      72    -         4.7   10.6   0.0  -
trnL-UAA             -          u28                  -               53      75  121887  121909  121885  121912      80    +         5.1   10.5   1.7  -
trnS-CGA             -          u28                  -               21      63   68269   68246   68277   68241      72    -         5.9   10.1   1.0  -
trnT-GGU             -          u28                  -               41      63  125915  125893  125934  125889      72    -         8.9    9.6   0.0  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXp1Ds3E/tmpXXXX9RXa9G.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_mito.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXp1Ds3E/tmpXXXXExydmI.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_mito.fam results/organelles/tmp_XXXXp1Ds3E/tmpXXXX9RXa9G.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurZibPV
# Date:            Wed Apr  8 02:04:46 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
matR                 -          u29                  -               22    2062   19036   16996   19056   16975    2092    -           0 2636.3  13.9  -
rrn18                -          u29                  -               26    1917  540563  538512  540584  538405    2142    -           0 2305.6  26.3  -
ccmFn                -          u29                  -               87    1934  455475  453601  455498  453576    1970    -           0 2257.1  19.1  -
nad5                 -          u29                  -              225    1448  404585  405808  404564  405828    1994    +           0 1553.8  49.7  -
atp6                 -          u29                  -              373    1237  139512  138634  139547  138597    1375    -           0 1108.0  54.0  -
ccmB                 -          u29                  -                1     621  416943  416323  416943  416323     621    -      3e-232  775.8  30.6  -
rps12                -          u29                  -              421     842  613413  613839  613061  613877    1079    +    1.5e-183  613.8  12.3  -
rrn26                -          u29                  -              207    1594  501239  502561  501198  502581    3674    +    3.6e-178  594.5  39.6  -
nad3                 -          u29                  -              116     488  613031  613403  613000  613448     567    +    5.8e-150  503.3  16.3  -
nad4L                -          u29                  -               18     342  536957  536633  536977  536610     439    -    1.8e-122  412.1  20.9  -
nad1                 -          u29                  -              784    1049   16198   15933   16213   15906    1154    -     3.8e-88  298.6  10.9  -
nad7                 -          u29                  -              923    1185  655607  655345  655627  655345    1185    -     3.8e-88  298.8   6.1  -
rrn18                -          u29                  -               88    1886  538571  540530  538550  540572    2142    +     1.8e-79  266.3  17.7  -
atp4                 -          u29                  -              553     793  307567  307345  307569  307314     935    -     1.5e-76  260.4   2.8  -
nad1                 -          u29                  -              784    1052  115560  115305  115573  115276    1154    -     1.2e-74  253.9   7.3  -
nad5                 -          u29                  -                1     239  403513  403751  403513  403765    1994    +     8.9e-70  237.0  10.9  -
atp9                 -          u29                  -              204     363  233134  233299  233130  233360     540    +     6.2e-57  195.7   7.0  -
nad4                 -          u29                  -              371    1334  404694  405658  404648  405680    1498    +     2.8e-46  159.2  39.1  -
atp9                 -          u29                  -              238     360  553743  553863  553743  553914     540    +     1.8e-45  157.8   5.1  -
rrn5                 -          u29                  -                3     118  538413  538299  538415  538291     126    -     6.8e-36  127.7   1.0  -
rps1                 -          u29                  -              126     279  335971  336124  335944  336127     989    +     3.7e-35  122.8   7.5  -
nad5                 -          u29                  -              415     649  347164  346939  347168  346936    1994    -     2.1e-30  106.4   2.7  -
trnS-UGA             -          u29                  -                1      87  420201  420287  420201  420287      87    +     2.7e-28  103.4   1.4  -
rrn18                -          u29                  -               47     171   71759   71882   71737   71904    2142    +     1.5e-27   94.1   0.8  -
trnE-UUC             -          u29                  -                1      72    1823    1894    1823    1894      72    +     5.1e-24   89.7   1.3  -
cox1                 -          u29                  -             1735    1822    9329    9416    9309    9437    2190    +     1.5e-22   79.3   2.7  -
trnK-UUU             -          u29                  -                1      73  419302  419374  419302  419374      73    +     3.3e-22   83.6   1.3  -
atp8                 -          u29                  -              142     254  115081  114954  115101  114947     807    -     1.5e-21   78.6   8.1  -
trnS-GGA             -          u29                  -                1      87  340656  340743  340656  340743      87    +       3e-21   80.3   2.0  -
rrn5                 -          u29                  -               19     117  253545  253647  253531  253656     126    +     1.1e-20   78.5   0.3  -
nad3                 -          u29                  -              275     373  538206  538109  538212  538108     567    -     1.4e-20   76.1  14.6  -
atp9                 -          u29                  -              300     444  403170  403305  403156  403339     540    +     1.4e-20   75.7   1.3  -
rpl2                 -          u29                  -              111     351  590531  590247  590555  590227    1503    -     7.4e-20   71.2  11.0  -
trnN-GUU             -          u29                  -                2      71  485209  485140  485210  485139      72    -     1.5e-18   72.0   1.2  -
atp9                 -          u29                  -              133     235  164344  164242  164364  164224     540    -     1.5e-16   62.3   3.8  -
atp8                 -          u29                  -              166     223  537831  537774  537857  537772     807    -     1.6e-16   61.9   6.9  -
trnI-CAU             -          u29                  -                1      74  591077  591004  591077  591004      74    -       8e-16   63.1   0.5  -
trnC-GCA             -          u29                  -                7      89  134856  134774  134858  134752     120    -     2.9e-14   57.6   0.7  -
trnS-CGA             -          u29                  -                2      71  591076  591005  591077  591004      72    -     1.3e-12   52.7   0.2  -
rps12                -          u29                  -              779     854  559109  559025  559109  558907    1079    -       4e-12   46.1   2.2  -
trnS-GCU             -          u29                  -               21      99  485197  485274  485181  485275     122    +     1.7e-11   48.3   0.7  -
atp6                 -          u29                  -              726     802  182097  182164  182096  182169    1375    +     1.7e-11   43.9   7.6  -
nad1                 -          u29                  -              724     782   19696   19638   19725   19603    1154    -     2.9e-11   43.9   6.3  -
trnfM-CAU            -          u29                  -                1      73   25473   25549   25473   25550      74    +     3.8e-11   48.1   0.1  -
trnT-GGU             -          u29                  -                2      70  230469  230400  230470  230398      72    -     5.3e-11   47.6   0.5  -
rrn26                -          u29                  -             1994    2047  283893  283841  283914  283838    3674    -     5.4e-11   39.6   0.5  -
atp9                 -          u29                  -              112     162  526689  526639  526732  526639     540    -     1.9e-10   42.2   3.0  -
trnM-CAU             -          u29                  -                7      81   25473   25548   25468   25551      88    +     3.2e-10   45.2   0.0  -
trnL-CAA             -          u29                  -                1      81  591077  591004  591077  591004      81    -       5e-10   45.0   0.3  -
trnR-UCG             -          u29                  -                3      71  419304  419371  419302  419374      74    +     7.6e-10   44.1   1.4  -
nad1                 -          u29                  -              401     448  538058  538011  538078  537985    1154    -     1.4e-08   35.1   3.9  -
trnF-GAA             -          u29                  -                2      61  384621  384562  384622  384542      76    -     3.1e-08   38.7   3.9  -
rps4                 -          u29                  -              383     514  341379  341248  341399  341244    1294    -     3.2e-08   32.7   6.1  -
trnF-GAA             -          u29                  -                2      60  157018  157076  157017  157096      76    +     4.4e-08   38.3   3.5  -
trnN-GUU             -          u29                  -                8      65  419309  419367  419304  419369      72    +     7.3e-08   37.7   1.1  -
trnR-UCU             -          u29                  -                8      67  419309  419367  419307  419371      74    +     1.4e-07   36.7   1.2  -
trnA-UGC             -          u29                  -               11      49  500185  500223  500175  500244      88    +     3.1e-07   34.8   1.7  -
atp1                 -          u29                  -               57     127  182032  182093  182005  182111    2095    +     8.8e-07   26.7   4.9  -
trnT-UGU             -          u29                  -                4      72  554157  554224  554156  554224      72    +     3.2e-06   32.4   0.3  -
atp9                 -          u29                  -              118     179  438745  438844  438721  438845     540    +     6.8e-06   27.2   1.0  -
rrn26                -          u29                  -              756     823   43775   43682   43790   43667    3674    -     8.2e-06   22.4   1.3  -
trnT-GGU             -          u29                  -                2      68  485209  485143  485210  485138      72    -     1.1e-05   30.5   1.1  -
trnT-GGU             -          u29                  -                6      66  419307  419368  419304  419371      72    +     2.9e-05   29.2   1.6  -
atp9                 -          u29                  -              315     423  596208  596310  596197  596338     540    +     6.9e-05   23.9   6.3  -
cox1                 -          u29                  -             1665    1721  250732  250779  250712  250835    2190    +       8e-05   20.5   1.7  -
rrn26                -          u29                  -             1270    1313  154414  154371  154417  154353    3674    -      0.0001   18.8   2.4  -
trnS-GCU             -          u29                  -               21     113  420201  420292  420192  420304     122    +     0.00011   26.3   1.6  -
trnT-UGU             -          u29                  -               13      68    1835    1890    1828    1894      72    +     0.00011   27.5   0.9  -
trnM-CAU             -          u29                  -               21      77  591064  591005  591072  590995      88    -     0.00013   27.2   0.3  -
trnR-CCG             -          u29                  -                3      63  115702  115629  115704  115627      68    -     0.00016   26.9   2.1  -
trnM-CAU             -          u29                  -                9      79  419302  419373  419294  419377      88    +     0.00033   25.9   1.5  -
trnS-GGA             -          u29                  -                2      86  420202  420286  420201  420287      87    +     0.00037   25.6   1.2  -
trnR-UCU             -          u29                  -                6      72  230465  230400  230469  230398      74    -     0.00046   25.5   0.7  -
trnI-CAU             -          u29                  -                8      71  230463  230401  230469  230398      74    -     0.00057   25.1   0.9  -
trnT-UGU             -          u29                  -                7      65  230464  230405  230470  230398      72    -     0.00062   25.1   0.4  -
rrn26                -          u29                  -             2624    2710  185621  185520  185632  185511    3674    -     0.00071   16.0   0.2  -
sdh3                 -          u29                  -              293     332  350105  350144  350099  350145     601    +     0.00082   19.8   2.8  -
trnR-UCU             -          u29                  -                1      73  591077  591005  591077  591004      74    -     0.00096   24.4   0.3  -
trnK-UUU             -          u29                  -                7      62  485204  485150  485204  485144      73    -      0.0011   24.2   1.6  -
atp8                 -          u29                  -              582     611  290427  290459  290407  290469     807    +      0.0011   19.5   1.3  -
trnM-CAU             -          u29                  -               26      85  230464  230400  230484  230397      88    -      0.0012   24.1   0.7  -
trnS-CGA             -          u29                  -                3      70  420203  420285  420201  420302      72    +      0.0012   24.0   0.6  -
rrn18                -          u29                  -             1710    1886   71930   71771   71950   71736    2142    -      0.0012   14.8   1.1  -
trnfM-CAU            -          u29                  -               14      66  419315  419366  419313  419373      74    +      0.0013   23.9   0.9  -
trnA-UGC             -          u29                  -               13      84  419303  419374  419291  419378      88    +      0.0022   22.4   1.4  -
trnP-UGG             -          u29                  -               66     103  455556  455519  455576  455512     111    -      0.0023   22.4   1.2  -
rps19                -          u29                  -              271     299  168977  168949  168997  168949     688    -      0.0027   18.1   1.9  -
trnV-UAC             -          u29                  -                5      66  230466  230405  230468  230398      73    -      0.0031   23.0   0.7  -
trnR-UCG             -          u29                  -                6      63  485205  485150  485209  485144      74    -      0.0033   22.8   1.1  -
trnT-GGU             -          u29                  -               37      71  301089  301055  301097  301054      72    -      0.0045   22.2   0.2  -
nad5                 -          u29                  -              968    1005  652107  652070  652127  652050    1994    -      0.0051   15.6   2.3  -
rps19                -          u29                  -              465     493  637833  637805  637836  637785     688    -      0.0067   16.8   2.2  -
trnA-UGC             -          u29                  -               50      85  501019  501054  500999  501057      88    +       0.011   20.1   1.5  -
trnR-CCG             -          u29                  -                4      63   16339   16267   16342   16265      68    -       0.012   20.9   3.9  -
atp9                 -          u29                  -              289     373  182635  182734  182635  182771     540    +       0.014   16.3   2.6  -
nad1                 -          u29                  -              894     965  594497  594445  594512  594425    1154    -       0.019   14.7   1.2  -
ccmFc                -          u29                  -              604     689   18367   18474   18347   18494    1471    +       0.021   13.5   5.1  -
ccmC                 -          u29                  -             1045    1123  591081  591001  591103  590976    1312    -       0.023   14.1   0.2  -
trnfM-CAU            -          u29                  -               15      66  591063  591012  591066  591010      74    -       0.028   19.7   1.0  -
nad6                 -          u29                  -               79     113  418570  418604  418545  418620    1064    +       0.028   14.3   1.9  -
rrn5                 -          u29                  -                8      46  337415  337377  337421  337361     126    -       0.031   18.8   0.4  -
rrn18                -          u29                  -              111     150  301146  301107  301151  301086    2142    -       0.033   10.0   1.5  -
trnK-UUU             -          u29                  -               11      64    1833    1885    1827    1889      73    +       0.037   19.3   1.1  -
trnR-UCU             -          u29                  -                4      63  485207  485150  485209  485142      74    -       0.045   19.1   1.1  -
rps4                 -          u29                  -              899     961  173511  173442  173529  173428    1294    -       0.047   12.2   3.0  -
trnR-UCG             -          u29                  -                1      73  591077  591005  591077  591004      74    -       0.051   19.0   0.4  -
trnD-GUC             -          u29                  -                8      54  161300  161254  161307  161240      81    -       0.052   18.9   0.9  -
trnV-UAC             -          u29                  -                2      73  419303  419374  419302  419374      73    +       0.055   18.9   1.0  -
trnS-CGA             -          u29                  -                5      65  485206  485146  485209  485141      72    -       0.056   18.6   0.2  -
atp6                 -          u29                  -              597     633  585317  585359  585313  585362    1375    +       0.061   12.2   1.5  -
rrn26                -          u29                  -             2703    2754  616005  616055  615990  616057    3674    +       0.062    9.6   2.9  -
trnD-GUC             -          u29                  -                9      81  419303  419374  419297  419374      81    +       0.063   18.6   1.5  -
atp6                 -          u29                  -              385     420  205923  205981  205846  206002    1375    +        0.08   11.8   4.8  -
rpl2                 -          u29                  -              270     385  349447  349570  349436  349590    1503    +       0.083   11.4   0.0  -
trnW-CCA             -          u29                  -                8      65  419309  419365  419302  419370      74    +       0.086   18.5   1.3  -
trnfM-CAU            -          u29                  -                9      65  230463  230407  230470  230399      74    -        0.15   17.4   0.5  -
trnS-CGA             -          u29                  -               13      64    1835    1886    1832    1892      72    +        0.15   17.3   0.8  -
trnS-GCU             -          u29                  -               18      48  340653  340683  340636  340702     122    +        0.16   16.1   3.0  -
rrn18                -          u29                  -              471     512  261462  261414  261470  261399    2142    -        0.16    7.8   1.3  -
nad4                 -          u29                  -              110     263  403599  403745  403559  403754    1498    +        0.16   10.8   7.1  -
sdh3                 -          u29                  -              287     367   50250   50169   50252   50161     601    -        0.19   12.0   4.6  -
rrn18                -          u29                  -              114     151   44552   44515   44572   44462    2142    -        0.19    7.5   2.2  -
trnR-UCG             -          u29                  -                2      63  134854  134794  134855  134784      74    -         0.2   17.1   0.0  -
trnR-UCU             -          u29                  -                9      69    1831    1889    1825    1892      74    +        0.21   16.9   0.9  -
trnW-CCA             -          u29                  -                5      28   64457   64480   64453   64485      74    +        0.22   17.1   1.1  -
trnS-CGA             -          u29                  -                5      69  134851  134786  134855  134783      72    -        0.24   16.6   0.3  -
trnY-GUA             -          u29                  -                9      82  134847  134784  134856  134783      83    -        0.27   16.8   0.1  -
trnT-UGU             -          u29                  -               43      70   33260   33287   33257   33289      72    +        0.28   16.6   1.3  -
trnR-CCG             -          u29                  -                3      66  115631  115701  115629  115703      68    +        0.31   16.4   1.9  -
trnT-GGU             -          u29                  -                4      70  591074  591006  591077  591004      72    -        0.31   16.3   0.2  -
trnS-CGA             -          u29                  -                5      65  419306  419367  419303  419368      72    +        0.36   16.0   1.4  -
trnH-GUG             -          u29                  -               13      66    1835    1886    1832    1888      74    +        0.37   15.9   0.8  -
trnG-UCC             -          u29                  -               26      65    1849    1888    1837    1908      71    +        0.44   16.2   0.3  -
trnD-GUC             -          u29                  -               25      75    1839    1888    1819    1890      81    +        0.47   15.8   0.9  -
atp8                 -          u29                  -              165     185  377935  377915  377958  377914     807    -        0.47   10.8   2.6  -
