# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
accD                 -          u12                  -              465     795   62456   62790   62454   62794    1591    +     1.9e-54  185.5  37.7  -
ycf3                 -          u12                  -              352     506   45244   45090   45264   45089     507    -     5.2e-51  175.9   2.9  -
pafI                 -          u12                  -              351     506   45245   45090   45265   45089     507    -     1.1e-50  174.8   2.9  -
atpF                 -          u12                  -                1     145   13090   12946   13090   12925     555    -     9.6e-50  171.4   6.7  -
psbA                 -          u12                  -              924    1062  142630  142492  142630  142492    1062    -     8.7e-45  154.0   3.9  -
pbf1                 -          u12                  -                1     131   82908   82778   82908   82777     132    -     4.1e-44  153.3   2.1  -
rpl32                -          u12                  -                1     154  114056  113903  114056  113891     165    -     2.2e-43  151.8  16.5  -
psbN                 -          u12                  -                1     131   82908   82778   82908   82777     132    -     2.9e-43  150.6   2.1  -
rrn5                 -          u12                  -                1     121  118932  118812  118932  118812     121    -     4.3e-42  146.6   0.8  -
psbF                 -          u12                  -                1     120   70895   70776   70895   70776     120    -     6.7e-42  145.9   2.4  -
psaJ                 -          u12                  -                1     135   73244   73378   73244   73378     135    +     5.5e-40  140.2   7.8  -
ycf3                 -          u12                  -                1     128   47140   47013   47140   46993     507    -     1.2e-39  138.4   9.0  -
pafI                 -          u12                  -                1     126   47140   47015   47140   46995     507    -     9.4e-39  135.4   9.1  -
ycf1                 -          u12                  -             1587    1918   98019   98338   98016   98359    5864    +     3.5e-38  128.7  42.4  -
psbJ                 -          u12                  -                1     122   70494   70373   70494   70372     123    -     3.8e-38  134.0   9.7  -
psbL                 -          u12                  -                1     116   70749   70634   70749   70633     117    -     6.4e-38  133.2  10.8  -
petG                 -          u12                  -                1     114   72291   72404   72291   72404     114    +     3.3e-36  127.9   9.2  -
rrn4.5               -          u12                  -                1     103  119260  119158  119260  119158     103    -     7.2e-35  123.3   2.5  -
rpl36                -          u12                  -                1     113   88311   88199   88311   88198     114    -     3.3e-34  121.3   6.4  -
rps12                -          u12                  -                1     114   77071   76958   77071   76945     372    -       8e-34  119.7   1.7  -
clpP                 -          u12                  -              363     582   78214   77995   78233   77986     591    -     5.8e-33  116.2  17.7  -
psbT                 -          u12                  -                1     108   82604   82711   82604   82711     108    +     2.8e-32  115.0   9.4  -
ycf15                -          u12                  -              260     426  133291  133092  133301  133065     506    -     1.6e-31  111.1   1.2  -
psbM                 -          u12                  -                1     105   30713   30609   30713   30609     105    -     1.1e-29  106.7   8.5  -
trnS-UGA             -          u12                  -                1      93   37189   37097   37189   37097      93    -     1.2e-29  106.0   0.5  -
trnY-GUA             -          u12                  -                1      84   31868   31785   31868   31785      84    -     1.6e-28  102.8   1.1  -
petN                 -          u12                  -                1      90   29578   29667   29578   29667      90    +     2.6e-28  101.8   5.6  -
trnS-GGA             -          u12                  -                1      87   48102   48188   48102   48188      87    +     3.2e-28  101.4   2.1  -
trnS-GCU             -          u12                  -                1      87    7925    7839    7925    7838      88    -     3.4e-28  101.4   1.7  -
trnL-CAA             -          u12                  -                1      81  132804  132884  132804  132884      81    +     1.2e-27   99.9   1.2  -
petL                 -          u12                  -                1      96   72018   72113   72018   72113      96    +     1.5e-27   99.8   9.0  -
psbI                 -          u12                  -                1     111    7644    7763    7644    7763     111    +     1.3e-26   96.8   4.0  -
ycf1                 -          u12                  -             5260    5409   95394   95544   95374   95564    5864    +     2.6e-26   89.2  33.0  -
trnL-UAG             -          u12                  -                1      80  112791  112712  112791  112712      80    -     4.5e-26   95.2   1.5  -
trnI-CAU             -          u12                  -                1      74  141133  141206  141133  141206      74    +     6.2e-26   94.3   0.3  -
trnH-GUG             -          u12                  -                1      75  141688  141614  141688  141614      75    -       7e-26   94.2   1.4  -
psaI                 -          u12                  -               15     111   65238   65334   65224   65334     111    +     7.4e-26   94.4  11.6  -
trnP-UGG             -          u12                  -                1      74   72879   72806   72879   72806      74    -     1.5e-25   93.1   1.4  -
trnT-UGU             -          u12                  -                1      73   49620   49548   49620   49548      73    -     1.9e-25   92.6   1.0  -
ycf6                 -          u12                  -                2      83   29586   29667   29585   29667      83    +       3e-25   91.9   5.0  -
trnT-GGU             -          u12                  -                1      72   32869   32940   32869   32940      72    +     3.4e-25   92.2   0.5  -
trnD-GUC             -          u12                  -                1      74   31295   31222   31295   31222      74    -     3.5e-25   91.6   3.0  -
trnM-CAU             -          u12                  -                1      73   56702   56774   56702   56774      73    +     4.1e-25   91.6   2.0  -
trnR-ACG             -          u12                  -                1      74  118554  118481  118554  118481      74    -     4.8e-25   91.7   2.9  -
trnW-CCA             -          u12                  -                1      74   72616   72543   72616   72543      74    -     5.3e-25   91.5   0.0  -
trnR-UCU             -          u12                  -                1      72    9792    9863    9792    9863      72    +     5.4e-25   91.3   1.3  -
trnV-GAC             -          u12                  -                2      72  126347  126277  126348  126277      72    -     8.4e-25   90.9   0.6  -
trnG-GCC             -          u12                  -                1      71   38863   38933   38863   38933      71    +     2.6e-24   89.4   0.1  -
trnE-UUC             -          u12                  -                1      73   32000   31928   32000   31928      73    -     4.1e-24   88.4   2.7  -
ycf1                 -          u12                  -             5261    5409   96152   96310   96142   96327    5864    +     5.1e-24   81.7  30.6  -
ycf1                 -          u12                  -             5261    5409   95960   96120   95945   96140    5864    +     5.5e-24   81.5  30.9  -
ycf1                 -          u12                  -             5261    5409   95768   95928   95754   95948    5864    +     5.7e-24   81.5  30.9  -
ycf1                 -          u12                  -             5261    5409   95576   95736   95568   95756    5864    +     5.8e-24   81.5  30.7  -
trnF-GAA             -          u12                  -                1      72   52335   52406   52335   52407      73    +     3.4e-23   86.2   0.5  -
trnN-GUU             -          u12                  -                1      72  117736  117807  117736  117807      72    +     4.3e-23   85.3   1.6  -
pdbZ                 -          u12                  -                1     187   37551   37737   37551   37739     189    +     1.3e-22   83.8  27.6  -
psbD                 -          u12                  -              374     885     592      72     612      52    1062    -     2.3e-22   79.8  12.8  -
trnfM-CAU            -          u12                  -                1      74   39159   39086   39159   39086      74    -     8.9e-22   81.1   0.4  -
trnQ-UUG             -          u12                  -                1      72    6523    6452    6523    6452      72    -       2e-21   79.7   3.7  -
trnC-GCA             -          u12                  -                1      71   28791   28862   28791   28862      71    +     1.2e-20   77.6   2.4  -
psal                 -          u12                  -               17     110   65240   65333   65226   65334     111    +     6.1e-20   75.0  11.2  -
psbA                 -          u12                  -              416     894   34839   35308   34819   35329    1062    +     4.7e-19   68.8  22.3  -
trnP-GGG             -          u12                  -                2      72   72878   72808   72878   72806      74    -       4e-18   69.4   1.6  -
trnS-CGA             -          u12                  -               32      91    9530    9589    9509    9590      92    +     7.7e-17   65.4   2.1  -
trnR-CCG             -          u12                  -                2      74  118553  118481  118554  118481      74    -     1.5e-15   61.0   2.8  -
trnG-UCC             -          u12                  -               21      71    9539    9589    9533    9589      71    +     8.6e-14   55.8   2.9  -
trnL-UAA             -          u12                  -               36      85   51901   51950   51881   51950      85    +       6e-13   52.7   0.6  -
trnS-GCU             -          u12                  -                1      88   48102   48188   48102   48188      88    +     7.4e-12   49.1   2.1  -
rps18                -          u12                  -              238     306   75554   75622   75549   75622     306    +     1.7e-11   46.9   6.6  -
trnS-GGA             -          u12                  -                1      86    7925    7839    7925    7838      87    -     1.7e-10   44.7   1.6  -
rps16                -          u12                  -                1      48    5894    5847    5894    5830     267    -       2e-10   43.4   2.5  -
trnK-UUU             -          u12                  -                1      45    3814    3768    3814    3761      72    -     8.6e-10   42.7   0.3  -
trnV-UAC             -          u12                  -                1      40   56507   56468   56507   56452      76    -     9.4e-10   42.5   0.0  -
clpP                 -          u12                  -                1      80   80134   80056   80134   80038     591    -     9.7e-10   39.4   1.7  -
trnV-UAC             -          u12                  -               35      76   55859   55821   55879   55821      76    -     2.2e-09   41.3   0.0  -
trnA-UGC             -          u12                  -                1      38  123198  123161  123198  123141      73    -     2.2e-09   41.1   1.4  -
trnI-GAU             -          u12                  -                1      42  124291  124250  124291  124230      72    -     2.4e-09   41.3   1.1  -
trnP-GGG             -          u12                  -                2      69   39156   39091   39159   39086      74    -     3.6e-09   40.7   0.2  -
trnK-UUU             -          u12                  -               36      72    1258    1222    1269    1222      72    -     5.9e-08   36.8   1.5  -
trnI-GAU             -          u12                  -               36      72  123298  123262  123311  123262      72    -     6.5e-08   36.7   1.0  -
trnM-CAU             -          u12                  -                5      66   32873   32933   32869   32939      73    +     8.2e-08   36.1   0.5  -
trnS-GCU             -          u12                  -                1      87   37189   37098   37189   37097      88    -       9e-08   36.0   0.6  -
pbsA                 -          u12                  -                1      74  142566  142493  142566  142492      75    -     1.1e-07   35.9   2.8  -
trnG-UCC             -          u12                  -                1      70   38863   38932   38863   38933      71    +     1.1e-07   36.2   0.1  -
trnS-UGA             -          u12                  -                1      92    7925    7839    7925    7838      93    -     1.8e-07   35.0   1.5  -
trnL-UAA             -          u12                  -                1      37   51320   51356   51320   51372      85    +       2e-07   35.0   2.6  -
trnA-UGC             -          u12                  -               39      73  122365  122331  122385  122331      73    -       2e-07   34.9   2.0  -
trnT-GGU             -          u12                  -                6      65   56707   56767   56702   56773      72    +     4.9e-07   34.0   1.6  -
trnS-UGA             -          u12                  -                1      92   48102   48187   48102   48188      93    +     1.1e-06   32.4   1.9  -
trnT-UGU             -          u12                  -                1      71   32869   32938   32869   32940      73    +     1.2e-06   32.3   0.5  -
trnM-CAU             -          u12                  -                3      68   49618   49553   49620   49549      73    -     2.6e-06   31.3   0.6  -
pbsH                 -          u12                  -                1      89   83037   83125   83037   83126      90    +     2.9e-06   31.9   3.2  -
trnR-UCG             -          u12                  -                7      70  118548  118488  118553  118481      77    -     3.1e-06   31.1   1.5  -
trnT-UGU             -          u12                  -                3      70   56704   56771   56702   56773      73    +       4e-06   30.7   1.8  -
trnT-GGU             -          u12                  -                1      66   49620   49554   49620   49548      72    -     6.1e-06   30.5   0.7  -
trnS-CGA             -          u12                  -                1      46    8778    8823    8778    8846      92    +     1.7e-05   29.0   3.9  -
trnS-CGA             -          u12                  -                2      90   38863   38932   38862   38934      92    +     2.4e-05   28.5   0.1  -
trnA-UGC             -          u12                  -                1      71  126348  126279  126348  126277      73    -     4.4e-05   27.4   0.8  -
trnA-UGC             -          u12                  -                8      65   49613   49556   49625   49542      73    -     4.7e-05   27.3   0.8  -
trnC-GCA             -          u12                  -                4      68   52338   52404   52331   52407      71    +     6.8e-05   27.1   0.2  -
trnS-GGA             -          u12                  -                1      86   37189   37098   37189   37097      87    -       7e-05   26.7   0.7  -
trnK-UUU             -          u12                  -                8      61  117743  117796  117733  117799      72    +     9.8e-05   26.5   1.5  -
ycf12                -          u12                  -                3     143   41693   41511   41695   41510     144    -     0.00011   23.8   9.9  -
trnfM-CAU            -          u12                  -                7      69   72873   72811   72878   72806      74    -     0.00012   26.2   0.8  -
ndhF                 -          u12                  -              714    1048  110511  110860  110490  110880    2235    +     0.00018   18.8  11.3  -
trnA-UGC             -          u12                  -                8      65   32876   32932   32873   32941      73    +     0.00039   24.3   0.8  -
trnT-GGU             -          u12                  -                7      64  126342  126285  126344  126282      72    -      0.0004   24.6   0.5  -
trnV-GAC             -          u12                  -                8      64   32876   32932   32873   32935      72    +     0.00045   24.5   1.1  -
trnA-UGC             -          u12                  -                3      62   31293   31233   31295   31223      73    -      0.0005   24.0   1.9  -
trnG-GCC             -          u12                  -               34      70    9552    9588    9535    9589      71    +     0.00059   24.2   1.5  -
trnR-CCG             -          u12                  -                4      64   39143   39096   39158   39088      74    -      0.0011   23.0   0.0  -
trnF-GAA             -          u12                  -               18      65   28807   28854   28791   28865      73    +      0.0065   21.2   0.7  -
trnI-GAU             -          u12                  -                4      61   32872   32929   32869   32940      72    +      0.0073   20.5   0.5  -
trnP-UGG             -          u12                  -                5      66   39153   39094   39157   39088      74    -        0.02   19.0   0.1  -
trnV-UAC             -          u12                  -                8      73   49613   49552   49633   49550      76    -       0.021   18.9   0.7  -
trnW-CCA             -          u12                  -                8      63   39152   39097   39159   39092      74    -       0.027   18.7   0.1  -
trnL-UAA             -          u12                  -                3      84   37187   37098   37189   37097      85    -       0.032   18.4   0.3  -
trnP-GGG             -          u12                  -                4      70   72810   72874   72807   72878      74    +       0.057   17.6   1.5  -
accD                 -          u12                  -              936     983   63296   63346   63289   63359    1591    +       0.062   11.5   2.4  -
accD                 -          u12                  -              678     788   62756   62853   62747   62865    1591    +       0.067   11.4  16.9  -
rpl20                -          u12                  -                1      37   76199   76163   76199   76157     354    -        0.07   14.8   6.3  -
trnA-UGC             -          u12                  -                7      68   52341   52402   52336   52406      73    +       0.087   16.8   0.2  -
trnN-GUU             -          u12                  -                6      41  124286  124251  124288  124234      72    -       0.091   17.0   0.7  -
trnL-UAA             -          u12                  -                8      75  132811  132874  132807  132880      85    +         0.1   16.7   1.2  -
trnL-UAG             -          u12                  -                8      69  132811  132873  132804  132883      80    +        0.12   16.9   1.4  -
trnM-CAU             -          u12                  -                8      58  126341  126292  126345  126272      73    -        0.14   16.2   0.0  -
trnL-CAA             -          u12                  -                8      70  112784  112723  112791  112712      81    -        0.17   16.1   0.8  -
trnR-CCG             -          u12                  -                5      63  117740  117796  117738  117803      74    +        0.19   15.8   1.4  -
trnQ-UUG             -          u12                  -                5      67  141683  141619  141689  141612      72    -        0.19   15.7   0.8  -
trnR-UCU             -          u12                  -               18      64   72598   72551   72618   72544      72    -        0.21   15.7   0.1  -
trnP-GGG             -          u12                  -               35      71   38894   38930   38886   38931      74    +        0.21   15.8   0.4  -
trnR-UCG             -          u12                  -                3      69   37172   37105   37181   37098      77    -        0.25   15.4   0.0  -
trnR-CCG             -          u12                  -                6      67   72874   72813   72879   72804      74    -        0.25   15.4   1.1  -
trnG-UCC             -          u12                  -                1      23    8779    8801    8779    8815      71    +        0.28   15.7   3.8  -
trnR-CCG             -          u12                  -               32      66   37141   37105   37164   37097      74    -        0.28   15.2   0.0  -
trnR-ACG             -          u12                  -               39      66   37127   37105   37150   37097      74    -        0.29   15.5   0.0  -
trnA-UGC             -          u12                  -                2      37   56506   56470   56507   56449      73    -         0.3   15.1   0.2  -
ycf1                 -          u12                  -             4839    4998  102071  102237  102049  102258    5864    +        0.31    6.0  47.4  -
trnW-CCA             -          u12                  -               19      66    9809    9855    9793    9862      74    +        0.33   15.2   1.4  -
trnI-GAU             -          u12                  -                7      61  117742  117796  117739  117806      72    +        0.36   15.1   1.7  -
accD                 -          u12                  -              675     741   62897   62966   62875   62971    1591    +        0.41    8.8  12.4  -
trnA-UGC             -          u12                  -                8      62   56709   56763   56705   56769      73    +        0.45   14.5   1.7  -
trnF-GAA             -          u12                  -                3      69   39157   39090   39159   39087      73    -         0.5   15.2   0.4  -
ycf12                -          u12                  -               42      74   44107   44139   44103   44143     144    +        0.54   11.8   2.6  -
accD                 -          u12                  -              676     741   62826   62894   62822   62900    1591    +        0.56    8.3  10.9  -
trnR-UCG             -          u12                  -               51      69    7864    7846    7884    7834      77    -        0.57   14.3   0.4  -
trnR-UCG             -          u12                  -               51      69   48162   48180   48144   48188      77    +        0.57   14.3   0.1  -
trnV-GAC             -          u12                  -               28      70  122372  122333  122390  122331      72    -        0.66   14.3   3.0  -
trnP-UGG             -          u12                  -                8      64   72609   72553   72612   72538      74    -        0.67   14.2   0.2  -
trnV-UAC             -          u12                  -                2      37  123197  123163  123198  123143      76    -         0.7   14.1   0.8  -
trnR-CCG             -          u12                  -               10      66    7916    7846    7925    7838      74    -        0.71   13.9   0.6  -
trnV-GAC             -          u12                  -                8      57   56709   56759   56704   56779      72    +        0.82   14.0   1.5  -
trnfM-CAU            -          u12                  -                9      64   72608   72553   72611   72536      74    -        0.89   13.8   0.1  -
trnP-GGG             -          u12                  -               13      64   72604   72553   72611   72551      74    -        0.97   13.7   0.2  -
trnT-UGU             -          u12                  -               19      62    1908    1870    1918    1855      73    -        0.97   13.4   0.0  -
trnC-GCA             -          u12                  -                7      62   31862   31794   31867   31788      71    -           1   13.7   0.6  -
trnN-GUU             -          u12                  -                8      64   72609   72551   72613   72545      72    -         1.2   13.4   0.1  -
