# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
nad7                 -          u8                   -               40    1180   37718   36581   37738   36576    1185    -     2.9e-14   51.9  43.9  -
nad1                 -          u8                   -              567     726   34879   34708   34899   34687    1154    -     4.7e-14   50.9   8.9  -
trnR-UCG             -          u8                   -                1      73   68649   68721   68649   68722      74    +     1.1e-13   54.2   0.0  -
trnfM-CAU            -          u8                   -                2      73  102432  102503  102431  102504      74    +     1.2e-13   53.9   0.4  -
trnM-CAU             -          u8                   -                5      81  102429  102502  102425  102506      88    +       2e-13   53.2   0.2  -
trnS-CGA             -          u8                   -                2      71     304     233     305     232      72    -     2.8e-13   52.7   0.2  -
trnT-UGU             -          u8                   -                2      71   91885   91955   91884   91956      72    +     1.5e-12   50.5   0.8  -
rps19                -          u8                   -              270     495   48104   48335   48084   48355     688    +     2.3e-12   45.8  21.4  -
trnT-GGU             -          u8                   -                2      71   91885   91955   91884   91956      72    +     6.8e-12   48.3   0.8  -
trnT-GGU             -          u8                   -                2      70   84583   84514   84584   84512      72    -     1.1e-11   47.6   1.6  -
trnS-UGA             -          u8                   -                2      86  104316  104406  104315  104407      87    +     5.9e-11   45.7   0.6  -
trnL-CAA             -          u8                   -                1      81     305     232     305     232      81    -       1e-10   45.0   0.3  -
trnC-GCA             -          u8                   -                8      81  112738  112666  112740  112643     120    -     1.3e-10   43.6   1.0  -
trnS-GCU             -          u8                   -               14     109  104308  104408  104301  104420     122    +       3e-10   42.1   0.6  -
trnG-UCC             -          u8                   -                1      70  102727  102658  102727  102657      71    -     8.2e-10   42.0   0.1  -
trnT-GGU             -          u8                   -                2      70   23763   23695   23764   23694      72    -     1.7e-09   40.6   1.5  -
trnS-GGA             -          u8                   -                1      86  133657  133743  133657  133744      87    +     2.3e-09   40.1   1.6  -
nad2                 -          u8                   -              493     837   11146   10806   11166   10786    1613    -     7.7e-09   32.9   8.9  -
trnA-UGC             -          u8                   -               11      49   18321   18359   18311   18380      88    +     6.5e-08   34.8   1.7  -
trnI-CAU             -          u8                   -               29      74  143206  143160  143207  143160      74    -     1.2e-07   34.7   0.8  -
trnR-UCU             -          u8                   -                1      70   68649   68718   68649   68721      74    +     1.9e-07   34.2   0.0  -
trnR-UCG             -          u8                   -                3      66   22971   23034   22969   23042      74    +     2.3e-07   34.0   2.1  -
trnY-GUA             -          u8                   -                8      76  109662  109731  109655  109738      83    +     2.5e-07   34.0   0.4  -
cob                  -          u8                   -              319     688   56875   56503   56895   56494    1412    -     5.6e-07   26.7  11.2  -
nad2                 -          u8                   -              839    1373   10121    9575   10127    9554    1613    -     9.9e-07   25.9  28.1  -
trnC-GCA             -          u8                   -                6      75   89042   88973   89046   88968     120    -     1.1e-06   31.0   0.7  -
trnR-UCU             -          u8                   -                6      68   91889   91950   91884   91965      74    +     1.1e-06   31.7   0.6  -
trnA-UGC             -          u8                   -               10      82   15175   15246   15166   15252      88    +     1.3e-06   30.6   1.1  -
trnK-UUU             -          u8                   -                8      67   23757   23699   23758   23695      73    -     2.8e-06   30.3   1.6  -
trnC-GCA             -          u8                   -                8      79  133657  133743  133652  133743     120    +     4.1e-06   29.1   0.7  -
trnS-UGA             -          u8                   -                2      86  133658  133743  133657  133744      87    +     4.2e-06   30.1   1.4  -
trnS-GCU             -          u8                   -               17     109   93425   93334   93441   93330     122    -     4.2e-06   28.7   1.8  -
trnY-GUA             -          u8                   -                3      77  133658  133738  133656  133744      83    +     5.4e-06   29.7   1.5  -
trnA-UGC             -          u8                   -               13      82  110230  110301  110219  110307      88    +     6.1e-06   28.4   2.4  -
trnS-UGA             -          u8                   -                2      87   93420   93335   93421   93335      87    -     7.6e-06   29.3   2.1  -
trnA-UGC             -          u8                   -               11      82   68385   68457   68376   68463      88    +     9.6e-06   27.8   1.0  -
trnR-UCG             -          u8                   -                1      73  131751  131681  131751  131680      74    -       1e-05   28.7   1.4  -
trnR-UCG             -          u8                   -                8      67   68393   68452   68387   68457      74    +     2.4e-05   27.5   1.5  -
trnM-CAU             -          u8                   -               21      77     292     233     300     223      88    -     2.8e-05   27.2   0.3  -
rps3                 -          u8                   -             1559    1725   49429   49595   49407   49614    2146    +     3.4e-05   20.1   9.8  -
trnS-CGA             -          u8                   -               27      71  143207  143161  143207  143160      72    -     3.6e-05   26.7   0.6  -
trnR-UCU             -          u8                   -                6      72   84579   84514   84583   84512      74    -     3.8e-05   26.8   2.0  -
rrn5                 -          u8                   -               11     120   22589   22709   22585   22716     126    +     4.9e-05   25.7   0.8  -
trnS-CGA             -          u8                   -                7      71   91890   91955   91885   91956      72    +     5.7e-05   26.0   0.9  -
trnK-UUU             -          u8                   -                5      71   68390   68457   68386   68459      73    +       9e-05   25.5   1.2  -
trnR-UCG             -          u8                   -                7      67  102437  102497  102433  102500      74    +     9.9e-05   25.5   0.1  -
trnG-UCC             -          u8                   -               29      70  131996  131955  132017  131954      71    -     0.00012   25.5   1.9  -
trnR-UCG             -          u8                   -               14      68  135035  135087  135026  135093      74    +     0.00012   25.3   1.3  -
trnH-GUG             -          u8                   -                4      65  133660  133735  133659  133741      74    +     0.00014   24.8   0.1  -
trnT-GGU             -          u8                   -                7      65   15183   15241   15180   15244      72    +     0.00014   24.9   0.6  -
trnR-UCG             -          u8                   -                7      67   23758   23700   23762   23693      74    -     0.00016   24.9   1.5  -
trnR-UCU             -          u8                   -                5      72   23760   23695   23763   23693      74    -     0.00019   24.5   1.6  -
trnR-UCU             -          u8                   -                1      73     305     233     305     232      74    -      0.0002   24.4   0.3  -
trnV-GAC             -          u8                   -                8      64  108622  108566  108625  108563      72    -     0.00026   24.5   1.1  -
trnM-CAU             -          u8                   -               14      81   68656   68723   68653   68729      88    +     0.00027   24.0   0.0  -
trnG-GCC             -          u8                   -                1      71  102727  102658  102727  102657      72    -     0.00029   23.9   0.1  -
trnL-UAA             -          u8                   -               20      79  109674  109737  109666  109738      80    +     0.00044   23.4   0.3  -
trnL-UAA             -          u8                   -                8      79   89033   88969   89036   88968      80    -     0.00046   23.3   0.1  -
trnT-UGU             -          u8                   -                6      65   84579   84519   84584   84512      72    -     0.00062   22.9   1.5  -
trnL-CAA             -          u8                   -                6      71   28731   28795   28726   28798      81    +     0.00065   23.2   0.9  -
trnH-GUG             -          u8                   -                7      68  135028  135087  135024  135090      74    +     0.00069   22.5   2.7  -
trnA-UGC             -          u8                   -               21      77  108620  108565  108624  108558      88    -     0.00079   21.7   1.0  -
trnM-CAU             -          u8                   -               26      75   84578   84516   84594   84511      88    -      0.0008   22.5   1.3  -
trnH-GUG             -          u8                   -                1      74  102727  102657  102727  102657      74    -     0.00086   22.2   0.1  -
trnA-UGC             -          u8                   -               19      78   91891   91950   91888   91961      88    +     0.00096   21.4   0.8  -
trnA-UGC             -          u8                   -               18      79   89034   88973   89049   88966      88    -       0.001   21.3   0.3  -
trnG-GCC             -          u8                   -                8      63  110237  110294  110232  110302      72    +      0.0015   21.6   2.3  -
trnL-UAA             -          u8                   -                3      37   90060   90026   90062   90025      80    -      0.0017   21.5   2.1  -
trnS-GGA             -          u8                   -                1      86  104315  104406  104315  104407      87    +      0.0019   21.1   0.7  -
trnV-UAC             -          u8                   -                4      66   84581   84519   84582   84510      73    -      0.0021   21.3   2.0  -
trnI-CAU             -          u8                   -                8      70   84577   84516   84583   84512      74    -      0.0022   21.1   2.3  -
trnQ-UUG             -          u8                   -                6      62  142792  142850  142785  142859      72    +      0.0023   21.3   0.6  -
trnA-UGC             -          u8                   -               50      85   19155   19190   19135   19193      88    +      0.0024   20.1   1.5  -
trnR-UCU             -          u8                   -               18      67  102435  102497  102415  102499      74    +      0.0024   21.0   0.0  -
trnL-UAG             -          u8                   -               13      75    8720    8661    8734    8655      85    -      0.0024   21.2   1.1  -
trnL-UAA             -          u8                   -                9      74    8723    8657    8730    8651      80    -      0.0025   21.0   1.1  -
trnR-UCU             -          u8                   -                5      73  108625  108559  108629  108558      74    -      0.0029   20.7   0.7  -
trnD-GUC             -          u8                   -                6      78  142785  142857  142782  142860      81    +      0.0029   20.7   1.4  -
trnV-UAC             -          u8                   -                8      38   84786   84817   84780   84837      73    +       0.003   20.8   0.0  -
trnK-UUU             -          u8                   -                6      65   68654   68714   68649   68719      73    +      0.0032   20.5   0.1  -
trnY-GUA             -          u8                   -                3      75   93420   93343   93422   93335      83    -      0.0041   20.5   1.8  -
trnW-CCA             -          u8                   -                8      63  102438  102493  102432  102497      74    +      0.0041   20.5   0.2  -
trnA-UGC             -          u8                   -                8      78  102731  102663  102738  102654      88    -      0.0055   19.0   0.5  -
trnfM-CAU            -          u8                   -               15      66     291     240     294     238      74    -      0.0059   19.7   1.0  -
trnL-UAA             -          u8                   -               36      79   89481   89433   89498   89432      80    -       0.007   19.5   0.6  -
trnT-UGU             -          u8                   -                2      68   23763   23697   23764   23695      72    -      0.0071   19.6   1.5  -
trnL-CAA             -          u8                   -               28      81  143206  143160  143207  143160      81    -      0.0082   19.7   0.6  -
trnL-UAG             -          u8                   -               41      82   89476   89435   89496   89432      85    -      0.0084   19.5   0.2  -
trnS-CGA             -          u8                   -                6      66   23759   23699   23763   23695      72    -      0.0096   18.9   0.9  -
trnR-UCG             -          u8                   -                1      73     305     233     305     232      74    -       0.011   19.0   0.4  -
trnH-GUG             -          u8                   -               15      62  142850  142803  142865  142798      74    -       0.012   18.5   0.2  -
trnD-GUC             -          u8                   -               41      78  102696  102660  102719  102657      81    -       0.013   18.7   0.1  -
trnM-CAU             -          u8                   -               38      77  143203  143161  143206  143150      88    -       0.014   18.5   0.4  -
trnE-UUC             -          u8                   -               25      63  102704  102666  102723  102659      72    -       0.015   18.8   0.0  -
trnV-UAC             -          u8                   -                7      66   91890   91949   91888   91953      73    +       0.016   18.5   1.1  -
trnR-UCG             -          u8                   -                5      63   91888   91945   91884   91952      74    +       0.017   18.4   0.7  -
trnT-GGU             -          u8                   -                6      71   89035   88969   89040   88968      72    -       0.017   18.2   0.1  -
trnL-UAA             -          u8                   -               15      80  131738  131680  131750  131680      80    -       0.019   18.2   1.7  -
trnP-UGG             -          u8                   -               23      87  102434  102498  102422  102519     111    +       0.021   17.2   0.0  -
trnD-GUC             -          u8                   -                5      77   15174   15244   15170   15247      81    +       0.021   18.0   1.9  -
trnK-UUU             -          u8                   -               17      69  135037  135089  135035  135092      73    +       0.022   17.9   1.2  -
trnC-GCA             -          u8                   -               11      73  142790  142853  142784  142858     120    +       0.023   17.0   1.0  -
trnM-CAU             -          u8                   -               10      86  110231  110309  110223  110311      88    +       0.023   17.8   2.8  -
trnE-UUC             -          u8                   -                3      62  109525  109585  109523  109599      72    +       0.027   18.0   1.7  -
trnA-UGC             -          u8                   -               19      78   84577   84518   84581   84505      88    -       0.029   16.7   1.9  -
trnL-CAA             -          u8                   -               17      75  102449  102498  102428  102503      81    +       0.029   18.0   0.0  -
trnS-CGA             -          u8                   -               23      69  132004  131957  132024  131954      72    -       0.031   17.3   2.4  -
trnR-UCU             -          u8                   -               47      73  143187  143161  143200  143160      74    -       0.033   17.4   0.6  -
trnR-UCG             -          u8                   -                4      71  110233  110300  110230  110303      74    +       0.037   17.3   2.5  -
trnR-ACG             -          u8                   -                3      59  110232  110288  110230  110302      74    +       0.038   17.2   1.4  -
trnF-GAA             -          u8                   -                8      64   22975   23031   22967   23042      76    +       0.047   16.8   1.6  -
trnF-GAA             -          u8                   -               20      66  112721  112676  112738  112666      76    -        0.05   16.7   0.2  -
trnA-UGC             -          u8                   -               13      54   84780   84822   84768   84839      88    +       0.056   15.7   0.0  -
trnR-UCG             -          u8                   -                6      30   84784   84808   84780   84813      74    +       0.057   16.7   0.0  -
trnK-UUU             -          u8                   -               18      66  102435  102497  102432  102500      73    +       0.062   16.4   0.2  -
trnC-GCA             -          u8                   -                7      87   93422   93329   93427   93308     120    -       0.064   15.5   0.7  -
trnA-UGC             -          u8                   -               19      73   68656   68711   68653   68731      88    +       0.065   15.5   0.0  -
trnN-GUU             -          u8                   -                6      40   17239   17273   17236   17290      72    +       0.065   16.5   0.4  -
trnT-GGU             -          u8                   -                4      70     302     234     305     232      72    -       0.066   16.3   0.2  -
trnN-GUU             -          u8                   -                8      64   68656   68714   68652   68722      72    +       0.077   16.3   0.1  -
trnK-UUU             -          u8                   -               40      71  102690  102659  102704  102657      73    -       0.085   16.0   0.7  -
trnG-GCC             -          u8                   -                9      61  108621  108569  108624  108555      72    -       0.089   15.9   0.5  -
trnV-UAC             -          u8                   -               34      64   85412   85442   85393   85451      73    +        0.09   16.1   0.0  -
trnW-CCA             -          u8                   -               19      67  131734  131687  131750  131681      74    -       0.097   16.1   1.4  -
trnT-GGU             -          u8                   -                6      38   17239   17272   17236   17289      72    +       0.098   15.8   0.2  -
trnI-GAU             -          u8                   -               39      87   18206   18257   18185   18258      88    +         0.1   15.9   1.6  -
trnY-GUA             -          u8                   -                3      79  104316  104404  104315  104407      83    +         0.1   16.0   0.7  -
trnV-UAC             -          u8                   -                3      69   15179   15242   15177   15248      73    +        0.12   15.8   0.8  -
trnL-CAA             -          u8                   -                2      80   91885   91955   91884   91956      81    +        0.12   16.0   0.8  -
trnL-UAA             -          u8                   -               50      79  108588  108559  108600  108558      80    -        0.14   15.4   0.3  -
trnD-GUC             -          u8                   -                6      41   18320   18354   18315   18378      81    +        0.14   15.4   2.0  -
trnK-UUU             -          u8                   -                7      32   89034   89009   89040   89008      73    -        0.14   15.3   1.9  -
trnM-CAU             -          u8                   -                7      82   68386   68461   68380   68466      88    +        0.14   15.3   0.2  -
rrn18                -          u8                   -              906     990   16359   16274   16380   16254    2142    -        0.15    5.6   1.9  -
trnV-UAC             -          u8                   -                3      36   18324   18357   18322   18368      73    +        0.18   15.2   0.8  -
trnK-UUU             -          u8                   -               38      73  140425  140460  140405  140460      73    +        0.19   14.9   0.7  -
trnS-CGA             -          u8                   -                8      63   84577   84521   84579   84518      72    -        0.19   14.7   1.1  -
trnS-CGA             -          u8                   -                7      65  102721  102664  102722  102662      72    -         0.2   14.7   0.0  -
trnM-CAU             -          u8                   -               26      72   23747   23701   23759   23694      88    -        0.21   14.8   1.1  -
trnK-UUU             -          u8                   -                2      25   18323   18346   18322   18366      73    +        0.23   14.6   1.0  -
trnR-ACG             -          u8                   -               21      66  104359  104399  104338  104408      74    +        0.23   14.8   0.0  -
trnL-CAA             -          u8                   -               32      77  131719  131684  131738  131680      81    -        0.23   15.0   1.2  -
trnK-UUU             -          u8                   -                1      38  137858  137894  137858  137904      73    +        0.26   14.4   0.5  -
trnM-CAU             -          u8                   -               24      74   91900   91950   91880   91957      88    +        0.27   14.4   1.0  -
trnV-UAC             -          u8                   -                7      65  108623  108566  108626  108562      73    -        0.27   14.6   0.9  -
trnT-UGU             -          u8                   -               36      69  108594  108561  108614  108558      72    -        0.27   14.5   0.7  -
trnF-GAA             -          u8                   -                8      66   91890   91947   91883   91959      76    +        0.27   14.3   0.7  -
trnR-UCG             -          u8                   -                7      62   89034   88980   89037   88970      74    -        0.28   14.5   0.1  -
trnS-GCU             -          u8                   -               82     106  102478  102502  102457  102515     122    +        0.32   13.0   0.2  -
trnH-GUG             -          u8                   -                4      70   89037   88972   89040   88968      74    -        0.32   14.0   0.3  -
trnI-GAU             -          u8                   -                8      43   23757   23722   23761   23702      88    -        0.32   14.3   1.5  -
trnS-GCU             -          u8                   -               24      93  142790  142845  142779  142856     122    +        0.32   12.9   0.6  -
trnM-CAU             -          u8                   -                6      71   89041   88977   89046   88963      88    -        0.33   14.1   0.7  -
trnM-CAU             -          u8                   -               26      71  108623  108567  108643  108559      88    -        0.33   14.1   0.7  -
trnR-UCU             -          u8                   -               30      65  131997  131963  132001  131955      74    -        0.34   14.1   0.6  -
trnM-CAU             -          u8                   -               19      71    8720    8660    8731    8654      88    -        0.34   14.0   0.8  -
trnL-CAA             -          u8                   -               17      75   68667   68716   68652   68720      81    +        0.36   14.4   0.1  -
trnV-GAC             -          u8                   -               28      70   19148   19187   19130   19189      72    +        0.39   14.3   3.0  -
trnR-UCG             -          u8                   -               34      67  104364  104400  104344  104406      74    +         0.4   14.0   0.1  -
trnL-UAA             -          u8                   -               51      76   84541   84516   84555   84512      80    -        0.43   13.8   1.0  -
trnE-UUC             -          u8                   -               11      67  110241  110298  110235  110309      72    +        0.44   14.1   2.5  -
trnR-UCG             -          u8                   -                4      63  108626  108569  108629  108559      74    -        0.44   13.8   0.4  -
trnS-CGA             -          u8                   -                8      70  108622  108560  108625  108558      72    -        0.44   13.6   0.9  -
trnR-UCU             -          u8                   -                8      63   22976   23031   22971   23032      74    +        0.46   13.7   1.7  -
trnN-GUU             -          u8                   -                9      67     297     237     304     233      72    -        0.46   13.8   0.4  -
trnR-UCU             -          u8                   -               45      66   68430   68451   68409   68454      74    +        0.46   13.7   0.0  -
trnT-UGU             -          u8                   -               44      66  102685  102663  102700  102661      72    -        0.47   13.7   0.6  -
trnI-CAU             -          u8                   -               22      65  102452  102495  102444  102501      74    +        0.48   13.6   0.0  -
trnS-CGA             -          u8                   -               36      64   68684   68714   68662   68717      72    +        0.49   13.4   0.3  -
trnR-UCU             -          u8                   -                8      67  110237  110296  110233  110301      74    +        0.49   13.6   1.7  -
trnV-GAC             -          u8                   -                8      57   84577   84527   84582   84517      72    -         0.5   14.0   1.5  -
trnI-CAU             -          u8                   -               49      72   68696   68720   68676   68722      74    +        0.52   13.5   0.1  -
trnfM-CAU            -          u8                   -                7      66  110236  110295  110234  110297      74    +        0.55   13.4   2.0  -
trnI-CAU             -          u8                   -               50      69   23717   23698   23739   23695      74    -        0.56   13.4   0.5  -
trnG-GCC             -          u8                   -               47      69   89457   89435   89462   89433      72    -        0.57   13.3   0.5  -
trnW-CCA             -          u8                   -                8      66   23757   23701   23764   23695      74    -        0.63   13.5   1.0  -
trnfM-CAU            -          u8                   -               18      73   91900   91955   91890   91956      74    +        0.63   13.2   1.0  -
trnH-GUG             -          u8                   -                8      65     298     241     300     236      74    -         0.7   12.9   0.4  -
trnT-GGU             -          u8                   -               38      63   18224   18249   18204   18256      72    +        0.73   13.0   1.2  -
trnR-UCG             -          u8                   -                6      63   84579   84523   84582   84514      74    -        0.76   13.1   1.9  -
trnT-GGU             -          u8                   -               36      62   85415   85441   85407   85446      72    +        0.78   12.9   0.0  -
trnR-UCG             -          u8                   -               44      73  143190  143161  143199  143160      74    -        0.81   13.0   0.6  -
trnfM-CAU            -          u8                   -               32      66  143203  143168  143206  143166      74    -        0.82   12.8   1.3  -
trnI-CAU             -          u8                   -               49      74  131705  131680  131714  131680      74    -        0.84   12.8   0.7  -
trnC-GCA             -          u8                   -               10      70  135024  135083  135022  135091     120    +        0.86   11.9   3.1  -
trnV-UAC             -          u8                   -                8      61   89033   88980   89047   88972      73    -        0.88   12.9   0.3  -
trnT-GGU             -          u8                   -               45      65   68695   68715   68673   68720      72    +        0.93   12.6   0.0  -
trnL-UAA             -          u8                   -                4      76   68652   68718   68649   68721      80    +        0.93   12.7   0.0  -
trnP-GGG             -          u8                   -                8      67  102438  102497  102433  102504      74    +        0.96   12.6   0.2  -
trnR-UCU             -          u8                   -                7      70   89034   88972   89035   88968      74    -           1   12.6   0.2  -
trnR-ACG             -          u8                   -                5      31   84783   84809   84780   84817      74    +           1   12.7   0.1  -
trnL-CAA             -          u8                   -               53      79   23721   23695   23742   23694      81    -           1   13.0   0.7  -
trnI-CAU             -          u8                   -                8      70    8724    8655    8731    8651      74    -         1.1   12.5   1.0  -
trnS-UGA             -          u8                   -                4      81  109658  109732  109655  109738      87    +         1.1   12.8   0.7  -
trnS-CGA             -          u8                   -               27      68  102458  102500  102437  102502      72    +         1.1   12.3   0.1  -
trnN-GUU             -          u8                   -               46      67  143186  143165  143205  143161      72    -         1.1   12.6   0.6  -
trnT-UGU             -          u8                   -               44      69  102476  102501  102475  102501      72    +         1.1   12.5   0.6  -
trnT-GGU             -          u8                   -                5      64  110234  110295  110232  110301      72    +         1.2   12.3   1.7  -
trnL-CAA             -          u8                   -               43      80   84554   84513   84563   84512      81    -         1.2   12.8   1.3  -
trnD-GUC             -          u8                   -                9      80  133658  133743  133654  133744      81    +         1.2   12.4   0.5  -
trnH-GUG             -          u8                   -                7      65   23758   23702   23758   23699      74    -         1.2   12.1   1.7  -
trnP-UGG             -          u8                   -               29      83   68658   68712   68642   68732     111    +         1.3   11.4   0.2  -
trnR-UCG             -          u8                   -                3      28   17236   17259   17234   17265      74    +         1.4   12.3   0.6  -
trnA-UGC             -          u8                   -               24      84   18187   18258   18185   18262      88    +         1.4   11.3   1.9  -
trnW-CCA             -          u8                   -                8      64   68393   68449   68389   68453      74    +         1.4   12.4   0.9  -
trnE-UUC             -          u8                   -                7      64   91890   91948   91884   91953      72    +         1.4   12.5   0.5  -
trnT-GGU             -          u8                   -               43      65  102475  102497  102453  102501      72    +         1.4   12.0   0.0  -
trnW-CCA             -          u8                   -                8      62   89033   88980   89036   88975      74    -         1.5   12.3   0.3  -
trnW-CCA             -          u8                   -                8      63   22976   23031   22969   23039      74    +         1.5   12.3   1.6  -
trnD-GUC             -          u8                   -               17      70   84575   84523   84581   84519      81    -         1.5   12.0   1.6  -
trnK-UUU             -          u8                   -                6      26   84784   84805   84780   84807      73    +         1.5   11.9   0.0  -
trnS-CGA             -          u8                   -               46      68  131706  131684  131726  131681      72    -         1.6   11.8   1.0  -
trnfM-CAU            -          u8                   -               44      66   68692   68714   68672   68716      74    +         1.6   11.9   0.3  -
trnR-ACG             -          u8                   -                8      63   89033   88979   89037   88968      74    -         1.7   12.0   0.0  -
trnN-GUU             -          u8                   -                6      64   22974   23034   22971   23039      72    +         1.8   11.9   1.8  -
trnT-UGU             -          u8                   -               45      66  131981  131960  131983  131958      72    -         1.8   11.9   1.2  -
trnW-CCA             -          u8                   -               44      68     262     238     276     233      74    -         1.8   12.1   0.7  -
trnR-UCU             -          u8                   -               19      64  135038  135083  135027  135089      74    +         1.8   11.8   1.3  -
trnF-GAA             -          u8                   -               47      69   19161   19183   19151   19191      76    +         1.9   11.6   1.3  -
trnfM-CAU            -          u8                   -               15      65   84571   84521   84583   84513      74    -         1.9   11.7   1.5  -
trnL-UAA             -          u8                   -                6      71   28731   28796   28726   28805      80    +         1.9   11.7   0.4  -
