# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
pafI                 -          u8                   -              125     355   95325   95555   95305   95563     507    +     2.2e-81  276.1  10.4  -
ycf3                 -          u8                   -              125     356   95325   95556   95305   95564     507    +     7.1e-81  274.5  10.4  -
rps19                -          u8                   -                2     278   48107   48395   48106   48396     279    +     2.4e-80  273.0  25.6  -
ycf1                 -          u8                   -              667    1184   44540   44092   44542   44082    5864    -     9.4e-77  256.7  32.1  -
accD                 -          u8                   -              674     981   78627   78281   78647   78277    1591    -     4.8e-76  257.2  30.4  -
psbH                 -          u8                   -                1     222   58259   58038   58259   58038     222    -       6e-74  251.6  13.5  -
clpP                 -          u8                   -               66     366   62219   62519   62199   62539     591    +     6.5e-73  248.1   5.1  -
rpl20                -          u8                   -              112     353   65057   65298   65056   65299     354    +     6.8e-71  241.9  24.1  -
rps16                -          u8                   -               37     266  136589  136818  136585  136819     267    +     9.5e-71  241.4   9.2  -
rpl33                -          u8                   -                1     200   67337   67138   67337   67137     201    -     4.5e-62  212.7  12.5  -
infA                 -          u8                   -                2     234   52642   52868   52641   52868     234    +     1.8e-57  197.8  10.2  -
lhbA                 -          u8                   -                1     189  103953  103765  103953  103765     189    -     4.2e-57  196.4  27.6  -
ycf9                 -          u8                   -                1     189  103953  103765  103953  103765     189    -     6.3e-57  195.8  27.6  -
psbZ                 -          u8                   -                1     189  103953  103765  103953  103765     189    -     3.6e-56  193.3  27.6  -
psbK                 -          u8                   -                4     186  134669  134487  134678  134487     186    -     9.3e-56  191.6  24.7  -
accD                 -          u8                   -              465     794   78995   78662   78996   78658    1591    -       3e-54  184.9  37.4  -
ycf3                 -          u8                   -              352     506   96335   96489   96315   96490     507    +     5.3e-51  175.9   2.9  -
pafI                 -          u8                   -              351     506   96334   96489   96314   96490     507    +     1.1e-50  174.8   2.9  -
atpF                 -          u8                   -                1     145  128433  128577  128433  128598     555    +     9.6e-50  171.4   6.7  -
rpl32                -          u8                   -                1     154   27454   27607   27454   27619     165    +     2.2e-43  151.8  16.5  -
pbf1                 -          u8                   -                1     131   58432   58562   58432   58563     132    +     2.5e-43  150.8   1.7  -
psbN                 -          u8                   -                1     131   58432   58562   58432   58563     132    +     1.7e-42  148.1   1.7  -
rrn5                 -          u8                   -                1     121   22588   22708   22588   22708     121    +     4.3e-42  146.6   0.8  -
psbF                 -          u8                   -                1     120   70381   70500   70381   70500     120    +     6.7e-42  145.9   2.4  -
psaJ                 -          u8                   -                1     135   68021   67887   68021   67887     135    -     5.6e-40  140.2   7.8  -
ycf3                 -          u8                   -                1     128   94404   94531   94404   94551     507    +     1.2e-39  138.4   9.0  -
ycf1                 -          u8                   -             1586    1918   43371   43051   43373   43035    5864    -     8.1e-39  130.8  41.7  -
pafI                 -          u8                   -                1     126   94404   94529   94404   94549     507    +     9.4e-39  135.4   9.1  -
psbJ                 -          u8                   -                1     122   70782   70903   70782   70904     123    +     3.8e-38  134.0   9.7  -
psbL                 -          u8                   -                1     116   70527   70642   70527   70643     117    +     6.4e-38  133.2  10.8  -
petG                 -          u8                   -                1     114   68985   68872   68985   68872     114    -     4.8e-35  124.2  10.2  -
rrn4.5               -          u8                   -                1     103   22260   22362   22260   22362     103    +     7.2e-35  123.3   2.5  -
rpl36                -          u8                   -                1     113   52985   53097   52985   53098     114    +     3.3e-34  121.3   6.4  -
clpP                 -          u8                   -              363     582   63180   63399   63161   63408     591    +     4.6e-34  119.8  17.0  -
rps12                -          u8                   -                1     114   64149   64262   64149   64275     372    +     5.2e-33  117.0   1.6  -
psbT                 -          u8                   -                1     108   58736   58629   58736   58629     108    -     2.8e-32  115.0   9.4  -
ycf15                -          u8                   -              260     426    8244    8443    8234    8470     506    +     1.6e-31  111.1   1.2  -
psbM                 -          u8                   -                1     105  110813  110917  110813  110917     105    +     1.1e-29  106.7   8.5  -
trnS-UGA             -          u8                   -                1      93  104315  104407  104315  104407      93    +     1.2e-29  106.0   0.5  -
trnY-GUA             -          u8                   -                1      84  109655  109738  109655  109738      84    +     1.6e-28  102.8   1.1  -
petN                 -          u8                   -                1      90  111951  111862  111951  111862      90    -     2.6e-28  101.8   5.6  -
trnS-GGA             -          u8                   -                1      87   93421   93335   93421   93335      87    -     3.2e-28  101.4   2.1  -
trnS-GCU             -          u8                   -                1      87  133657  133743  133657  133744      88    +     3.4e-28  101.4   1.7  -
trnL-CAA             -          u8                   -                1      81    8731    8651    8731    8651      81    -     1.2e-27   99.9   1.2  -
petL                 -          u8                   -                1      96   69258   69163   69258   69163      96    -     1.5e-27   99.8   9.0  -
ycf1                 -          u8                   -             5260    5410   45570   45420   45583   45400    5864    -     4.6e-27   91.8  32.3  -
ycf1                 -          u8                   -             5260    5410   45750   45600   45766   45580    5864    -     4.9e-27   91.7  32.5  -
ycf1                 -          u8                   -             5260    5410   45390   45238   45404   45218    5864    -     2.7e-26   89.2  30.5  -
ycf1                 -          u8                   -             5260    5410   45931   45780   45943   45760    5864    -     3.4e-26   88.9  33.8  -
trnL-UAG             -          u8                   -                1      80   28726   28805   28726   28805      80    +     4.5e-26   95.2   1.5  -
trnI-CAU             -          u8                   -                1      74     305     232     305     232      74    -     6.2e-26   94.3   0.3  -
trnH-GUG             -          u8                   -                1      75  142786  142860  142786  142860      75    +       7e-26   94.2   1.4  -
psaI                 -          u8                   -               15     111   76065   75969   76079   75969     111    -     7.4e-26   94.4  11.6  -
psbI                 -          u8                   -                1     111  133938  133819  133938  133819     111    -       1e-25   93.9   4.0  -
trnP-UGG             -          u8                   -                1      74   68386   68459   68386   68459      74    +     1.5e-25   93.1   1.4  -
trnT-UGU             -          u8                   -                1      73   91884   91956   91884   91956      73    +     1.9e-25   92.6   1.0  -
ycf6                 -          u8                   -                2      83  111943  111862  111944  111862      83    -       3e-25   91.9   5.0  -
trnT-GGU             -          u8                   -                1      72  108629  108558  108629  108558      72    -     3.4e-25   92.2   0.5  -
trnD-GUC             -          u8                   -                1      74  110230  110303  110230  110303      74    +     3.5e-25   91.6   3.0  -
trnM-CAU             -          u8                   -                1      73   84584   84512   84584   84512      73    -     4.1e-25   91.6   2.0  -
trnR-ACG             -          u8                   -                1      74   22969   23042   22969   23042      74    +     4.8e-25   91.7   2.9  -
trnW-CCA             -          u8                   -                1      74   68649   68722   68649   68722      74    +     5.3e-25   91.5   0.0  -
trnR-UCU             -          u8                   -                1      72  131751  131680  131751  131680      72    -     5.4e-25   91.3   1.3  -
trnV-GAC             -          u8                   -                2      72   15178   15248   15177   15248      72    +     8.4e-25   90.9   0.6  -
trnG-GCC             -          u8                   -                1      71  102727  102657  102727  102657      71    -     2.7e-24   89.4   0.1  -
trnE-UUC             -          u8                   -                1      73  109523  109595  109523  109595      73    +     4.1e-24   88.4   2.7  -
trnF-GAA             -          u8                   -                1      72   89040   88969   89040   88968      73    -     3.4e-23   86.2   0.5  -
trnN-GUU             -          u8                   -                1      72   23764   23693   23764   23693      72    -     4.3e-23   85.3   1.6  -
pdbZ                 -          u8                   -                1     187  103953  103767  103953  103765     189    -     1.3e-22   83.8  27.6  -
psbD                 -          u8                   -              374     885  141144  141664  141124  141684    1062    +     2.3e-22   79.8  12.8  -
trnfM-CAU            -          u8                   -                1      74  102431  102504  102431  102504      74    +       9e-22   81.1   0.4  -
trnQ-UUG             -          u8                   -                1      72  135022  135093  135022  135093      72    +       2e-21   79.7   3.7  -
trnC-GCA             -          u8                   -                1      71  112738  112667  112738  112667      71    -     1.2e-20   77.6   2.4  -
psal                 -          u8                   -               17     110   76063   75970   76077   75969     111    -     6.1e-20   75.0  11.2  -
psbA                 -          u8                   -              416     894  106658  106189  106678  106168    1062    -     4.7e-19   68.8  22.3  -
trnP-GGG             -          u8                   -                2      72   68387   68457   68387   68459      74    +       4e-18   69.4   1.6  -
trnS-CGA             -          u8                   -               32      91  132013  131954  132034  131953      92    -     7.7e-17   65.4   2.1  -
trnR-CCG             -          u8                   -                2      74   22970   23042   22969   23042      74    +     1.5e-15   61.0   2.8  -
trnG-UCC             -          u8                   -               21      71  132004  131954  132010  131954      71    -     8.6e-14   55.8   2.9  -
trnI-CAU             -          u8                   -               27      74  143207  143160  143207  143160      74    -     1.7e-13   54.4   0.7  -
trnL-UAA             -          u8                   -               36      85   89481   89432   89501   89432      85    -       6e-13   52.7   0.6  -
rps18                -          u8                   -              238     306   65669   65601   65676   65601     306    -       7e-12   48.2   8.1  -
trnS-GCU             -          u8                   -                1      88   93421   93335   93421   93335      88    -     7.4e-12   49.1   2.1  -
trnS-GGA             -          u8                   -                1      86  133657  133743  133657  133744      87    +     1.7e-10   44.7   1.6  -
rps16                -          u8                   -                1      48  135655  135702  135655  135719     267    +     2.1e-10   43.4   2.5  -
trnK-UUU             -          u8                   -                1      45  137858  137904  137858  137911      72    +     8.6e-10   42.7   0.3  -
trnV-UAC             -          u8                   -                1      40   84779   84818   84779   84834      76    +     9.5e-10   42.5   0.0  -
clpP                 -          u8                   -                1      80   61263   61341   61263   61359     591    +     9.8e-10   39.4   1.7  -
trnV-UAC             -          u8                   -               35      76   85413   85451   85393   85451      76    +     2.2e-09   41.3   0.0  -
trnA-UGC             -          u8                   -                1      38   18322   18359   18322   18379      73    +     2.3e-09   41.1   1.4  -
trnI-GAU             -          u8                   -                1      42   17234   17275   17234   17295      72    +     2.4e-09   41.3   1.1  -
trnP-GGG             -          u8                   -                2      69  102434  102499  102431  102504      74    +     3.6e-09   40.7   0.2  -
trnK-UUU             -          u8                   -               36      72  140424  140460  140413  140460      72    +     5.9e-08   36.8   1.5  -
trnI-GAU             -          u8                   -               36      72   18222   18258   18209   18258      72    +     6.5e-08   36.7   1.0  -
trnM-CAU             -          u8                   -                5      66  108625  108565  108629  108559      73    -     8.3e-08   36.1   0.5  -
trnS-GCU             -          u8                   -                1      87  104315  104406  104315  104407      88    +     9.1e-08   36.0   0.6  -
pbsA                 -          u8                   -                1      74  141758  141831  141758  141832      75    +     1.1e-07   35.9   2.8  -
trnG-UCC             -          u8                   -                1      70  102727  102658  102727  102657      71    -     1.1e-07   36.2   0.1  -
trnS-UGA             -          u8                   -                1      92  133657  133743  133657  133744      93    +     1.8e-07   35.0   1.5  -
trnL-UAA             -          u8                   -                1      37   90062   90026   90062   90010      85    -       2e-07   35.0   2.6  -
trnA-UGC             -          u8                   -               39      73   19155   19189   19135   19189      73    +       2e-07   34.9   2.0  -
trnT-GGU             -          u8                   -                6      65   84579   84519   84584   84513      72    -     4.9e-07   34.0   1.6  -
trnS-UGA             -          u8                   -                1      92   93421   93336   93421   93335      93    -     1.2e-06   32.4   1.9  -
trnT-UGU             -          u8                   -                1      71  108629  108560  108629  108558      73    -     1.2e-06   32.3   0.5  -
trnM-CAU             -          u8                   -                3      68   91886   91951   91884   91955      73    +     2.6e-06   31.3   0.6  -
pbsH                 -          u8                   -                1      89   58259   58171   58259   58170      90    -     2.9e-06   31.9   3.2  -
trnR-UCG             -          u8                   -                7      70   22975   23035   22970   23042      77    +     3.1e-06   31.1   1.5  -
trnT-UGU             -          u8                   -                3      70   84582   84515   84584   84513      73    -       4e-06   30.7   1.8  -
trnT-GGU             -          u8                   -                1      66   91884   91950   91884   91956      72    +     6.2e-06   30.5   0.7  -
trnS-CGA             -          u8                   -                1      46  132767  132722  132767  132699      92    -     1.7e-05   29.0   3.9  -
trnS-CGA             -          u8                   -                2      90  102727  102658  102728  102656      92    -     2.4e-05   28.5   0.1  -
trnA-UGC             -          u8                   -                1      71   15177   15246   15177   15248      73    +     4.5e-05   27.4   0.8  -
trnA-UGC             -          u8                   -                8      65   91891   91948   91879   91962      73    +     4.7e-05   27.3   0.8  -
trnC-GCA             -          u8                   -                4      68   89037   88971   89044   88968      71    -     6.9e-05   27.1   0.2  -
trnS-GGA             -          u8                   -                1      86  104315  104406  104315  104407      87    +       7e-05   26.7   0.7  -
trnK-UUU             -          u8                   -                8      61   23757   23704   23767   23701      72    -     9.9e-05   26.5   1.5  -
ycf12                -          u8                   -                3     143   99897  100079   99895  100080     144    +     0.00011   23.8   9.9  -
trnfM-CAU            -          u8                   -                7      69   68392   68454   68387   68459      74    +     0.00012   26.2   0.8  -
ndhF                 -          u8                   -              714    1048   31004   30655   31025   30635    2235    -     0.00027   18.3  12.2  -
trnA-UGC             -          u8                   -                8      65  108622  108566  108625  108557      73    -     0.00039   24.3   0.8  -
trnT-GGU             -          u8                   -                7      64   15183   15240   15181   15243      72    +      0.0004   24.6   0.5  -
trnV-GAC             -          u8                   -                8      64  108622  108566  108625  108563      72    -     0.00045   24.5   1.1  -
trnA-UGC             -          u8                   -                3      62  110232  110292  110230  110301      73    +     0.00055   23.8   1.9  -
trnG-GCC             -          u8                   -               34      70  131991  131955  132008  131954      71    -     0.00059   24.2   1.5  -
trnR-CCG             -          u8                   -                4      64  102447  102494  102432  102502      74    +      0.0011   23.0   0.0  -
trnF-GAA             -          u8                   -               18      65  112722  112675  112738  112664      73    -      0.0066   21.2   0.7  -
trnI-GAU             -          u8                   -                4      61  108626  108569  108629  108558      72    -      0.0074   20.5   0.5  -
trnP-UGG             -          u8                   -                5      66  102437  102496  102433  102502      74    +        0.02   19.0   0.1  -
trnV-UAC             -          u8                   -                8      73   91891   91952   91871   91954      76    +       0.022   18.9   0.7  -
trnW-CCA             -          u8                   -                8      63  102438  102493  102431  102498      74    +       0.027   18.7   0.1  -
trnL-UAA             -          u8                   -                3      84  104317  104406  104315  104407      85    +       0.032   18.4   0.3  -
accD                 -          u8                   -              928     983   78037   77985   78060   77965    1591    -        0.04   12.1   3.5  -
trnP-GGG             -          u8                   -                4      70   68455   68391   68458   68387      74    -       0.057   17.6   1.5  -
rpl20                -          u8                   -                1      37   65021   65057   65021   65063     354    +        0.07   14.8   6.3  -
trnA-UGC             -          u8                   -                7      68   89034   88973   89039   88969      73    -       0.087   16.8   0.2  -
trnN-GUU             -          u8                   -                6      41   17239   17274   17237   17291      72    +       0.091   17.0   0.7  -
trnL-UAA             -          u8                   -                8      75    8724    8661    8728    8655      85    -         0.1   16.7   1.2  -
trnL-UAG             -          u8                   -                8      69    8724    8662    8731    8652      80    -        0.12   16.9   1.4  -
trnM-CAU             -          u8                   -                8      58   15184   15233   15180   15253      73    +        0.14   16.2   0.0  -
trnL-CAA             -          u8                   -                8      70   28733   28794   28726   28805      81    +        0.17   16.1   0.8  -
trnR-CCG             -          u8                   -                5      63   23760   23704   23762   23697      74    -        0.19   15.8   1.4  -
trnQ-UUG             -          u8                   -                5      67  142791  142855  142785  142862      72    +        0.19   15.7   0.8  -
trnR-UCU             -          u8                   -               18      64   68667   68714   68647   68721      72    +        0.21   15.7   0.1  -
trnP-GGG             -          u8                   -               35      71  102696  102660  102704  102659      74    -        0.21   15.8   0.4  -
trnR-UCG             -          u8                   -                3      69  104332  104399  104323  104406      77    +        0.25   15.4   0.0  -
trnR-CCG             -          u8                   -                6      67   68391   68452   68386   68461      74    +        0.26   15.4   1.1  -
trnG-UCC             -          u8                   -                1      23  132766  132744  132766  132730      71    -        0.28   15.7   3.8  -
trnR-CCG             -          u8                   -               32      66  104363  104399  104340  104407      74    +        0.29   15.2   0.0  -
trnR-ACG             -          u8                   -               39      66  104377  104399  104354  104407      74    +        0.29   15.5   0.0  -
trnA-UGC             -          u8                   -                2      37   84780   84816   84779   84837      73    +         0.3   15.1   0.2  -
trnW-CCA             -          u8                   -               19      66  131734  131688  131750  131681      74    -        0.33   15.2   1.4  -
trnI-GAU             -          u8                   -                7      61   23758   23704   23761   23694      72    -        0.36   15.1   1.7  -
ycf1                 -          u8                   -             4920    4998   39351   39269   39394   39248    5864    -        0.38    5.7  27.7  -
trnA-UGC             -          u8                   -                8      62   84577   84523   84581   84517      73    -        0.45   14.5   1.7  -
trnF-GAA             -          u8                   -                3      69  102433  102500  102431  102503      73    +         0.5   15.2   0.4  -
ycf12                -          u8                   -               42      74   97483   97451   97487   97447     144    -        0.54   11.8   2.6  -
accD                 -          u8                   -              676     742   78697   78628   78701   78622    1591    -        0.57    8.3  11.0  -
trnR-UCG             -          u8                   -               51      69  133718  133736  133698  133748      77    +        0.58   14.3   0.4  -
trnR-UCG             -          u8                   -               51      69   93361   93343   93379   93335      77    -        0.58   14.3   0.1  -
ycf1                 -          u8                   -             4949    5002   39322   39265   39362   39246    5864    -        0.58    5.1  19.2  -
trnV-GAC             -          u8                   -               28      70   19148   19187   19130   19189      72    +        0.66   14.3   3.0  -
trnP-UGG             -          u8                   -                8      64   68656   68712   68653   68727      74    +        0.67   14.2   0.2  -
trnV-UAC             -          u8                   -                2      37   18323   18357   18322   18377      76    +        0.71   14.1   0.8  -
trnR-CCG             -          u8                   -               10      66  133666  133736  133657  133744      74    +        0.72   13.9   0.6  -
trnV-GAC             -          u8                   -                8      57   84577   84527   84582   84507      72    -        0.82   14.0   1.5  -
trnfM-CAU            -          u8                   -                9      64   68657   68712   68654   68729      74    +        0.89   13.8   0.1  -
trnP-GGG             -          u8                   -               13      64   68661   68712   68654   68714      74    +        0.98   13.7   0.2  -
trnT-UGU             -          u8                   -               19      62  139768  139806  139758  139821      73    +        0.98   13.4   0.0  -
trnC-GCA             -          u8                   -                7      62  109661  109729  109656  109735      71    +           1   13.7   0.6  -
ycf1                 -          u8                   -             4959    5001   39506   39464   39522   39385    5864    -         1.1    4.1  29.0  -
trnN-GUU             -          u8                   -                8      64   68656   68714   68652   68720      72    +         1.2   13.4   0.1  -
trnfM-CAU            -          u8                   -                3      66   89038   88976   89040   88968      74    -         1.3   13.3   0.2  -
trnC-GCA             -          u8                   -                4      51  135025  135093  135023  135102      71    +         1.4   13.3   2.2  -
psb30                -          u8                   -               10      72   97416   97351   97423   97340     107    -         1.4   12.3   1.5  -
trnP-GGG             -          u8                   -                2      63   15178   15237   15178   15248      74    +         1.5   13.1   0.7  -
trnV-UAC             -          u8                   -                2      76   15178   15248   15177   15248      76    +         1.6   12.9   0.5  -
rps12                -          u8                   -              347     371   12462   12438   12478   12437     372    -         1.6   10.0   4.3  -
trnW-CCA             -          u8                   -                9      66   23756   23701   23766   23693      74    -         1.8   12.9   1.0  -
