# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
rps11                -          u58                  -                1     417   54480   54064   54480   54064     417    -    1.8e-140  471.1   6.9  -
atpE                 -          u58                  -                1     401   24157   23757   24157   23756     402    -    1.3e-139  468.1  13.8  -
rps8                 -          u58                  -                1     405   55617   55213   55617   55213     405    -    5.1e-138  463.1  24.4  -
rpl16                -          u58                  -                7     407   56685   56285   56691   56284     408    -    1.4e-137  461.7  14.2  -
psaB                 -          u58                  -               35    2139   10877    8794   10897    8766    2205    -    8.1e-132  441.2  34.5  -
psaA                 -          u58                  -              105    2111    8673    6658    8693    6638    2253    -    1.4e-131  440.0  51.8  -
rpl14                -          u58                  -                1     369   56153   55785   56153   55785     369    -    1.2e-129  435.2  13.2  -
ndhC                 -          u58                  -                1     363   21613   21251   21613   21251     363    -    1.2e-126  425.3  32.9  -
rpl22                -          u58                  -               34     500   59248   58740   59269   58732     508    -    2.2e-126  424.7  29.5  -
ycf1                 -          u58                  -             1768    2535   80481   79711   80501   79691    5864    -    7.1e-111  370.0  81.4  -
ycf1                 -          u58                  -             1101    1600   81516   80994   81517   80980    5864    -    1.3e-108  362.5  68.9  -
rps14                -          u58                  -                1     303    6372    6070    6372    6070     303    -    6.5e-106  356.8  10.6  -
ndhE                 -          u58                  -                1     305   70243   69939   70243   69938     306    -      1e-102  346.4  29.2  -
ycf1                 -          u58                  -             2479    2903   79666   79245   79686   79225    5864    -      3e-102  341.3  27.4  -
rpl23                -          u58                  -                1     282   61465   61184   61465   61184     282    -     5.7e-99  334.1  12.4  -
psbE                 -          u58                  -                1     252   38023   37772   38023   37772     252    -     2.3e-90  305.4  10.0  -
rps12                -          u58                  -              114     346   94306   94538   94286   94550     372    +     2.7e-87  295.7   2.3  -
ycf15                -          u58                  -               28     383   99830   99449   99853   99420     506    -     3.2e-87  294.9  19.6  -
rps18                -          u58                  -               27     299   42331   42594   42311   42595     306    +     4.8e-87  295.2  19.6  -
psaC                 -          u58                  -                1     246   69690   69445   69690   69445     246    -     1.2e-86  293.1   6.7  -
atpH                 -          u58                  -                1     246  122445  122200  122445  122200     246    -     1.6e-86  292.5   9.0  -
rps15                -          u58                  -                1     273   75767   75495   75767   75495     273    -     4.2e-82  279.0  33.8  -
accD                 -          u58                  -               10     387   28727   29128   28715   29129    1591    +       2e-81  275.0  40.5  -
pafI                 -          u58                  -              125     355   13010   12780   13030   12772     507    -     2.1e-81  276.1  10.4  -
ycf3                 -          u58                  -              125     356   13010   12779   13030   12771     507    -     7.1e-81  274.5  10.4  -
rps19                -          u58                  -                2     278   59605   59317   59606   59316     279    -       2e-80  273.2  25.9  -
clpP                 -          u58                  -               66     366   45779   45479   45799   45459     591    -     4.2e-75  255.3   6.4  -
accD                 -          u58                  -              676     982   29495   29804   29491   29818    1591    +     1.4e-74  252.3  28.6  -
psbH                 -          u58                  -                1     222   49474   49695   49474   49695     222    +       6e-74  251.6  13.5  -
rps16                -          u58                  -               37     266  113547  113318  113551  113317     267    -     9.4e-72  244.6  10.5  -
rpl20                -          u58                  -              112     353   43211   42970   43212   42969     354    -     2.3e-69  236.9  21.8  -
ycf1                 -          u58                  -              667    1016   81871   81513   81874   81510    5864    -     3.3e-66  221.7  21.4  -
rpl33                -          u58                  -                1     200   40778   40977   40778   40978     201    +     4.5e-62  212.7  12.5  -
infA                 -          u58                  -                2     234   55085   54859   55086   54859     234    -     1.8e-57  197.8  10.2  -
lhbA                 -          u58                  -                1     189    4136    4324    4136    4324     189    +     4.2e-57  196.4  27.6  -
ycf9                 -          u58                  -                1     189    4136    4324    4136    4324     189    +     6.2e-57  195.8  27.6  -
psbZ                 -          u58                  -                1     189    4136    4324    4136    4324     189    +     3.6e-56  193.3  27.6  -
psbK                 -          u58                  -                4     186  115458  115640  115449  115640     186    +     9.2e-56  191.6  24.7  -
accD                 -          u58                  -              465     794   29125   29458   29123   29462    1591    +     1.7e-54  185.7  38.2  -
ycf3                 -          u58                  -              352     506   12004   11850   12024   11849     507    -     5.2e-51  175.9   2.9  -
pafI                 -          u58                  -              351     506   12005   11850   12025   11849     507    -     1.1e-50  174.8   2.9  -
atpF                 -          u58                  -                1     145  121590  121446  121590  121425     555    -     9.6e-50  171.4   6.7  -
pbf1                 -          u58                  -                1     131   49343   49213   49343   49212     132    -     4.1e-44  153.3   2.1  -
rpl32                -          u58                  -                1     154   65123   65276   65123   65288     165    +     2.2e-43  151.8  16.5  -
psbN                 -          u58                  -                1     131   49343   49213   49343   49212     132    -     2.9e-43  150.6   2.1  -
rrn5                 -          u58                  -                1     121   84913   84793   84913   84793     121    -     4.2e-42  146.6   0.8  -
psbF                 -          u58                  -                1     120   37762   37643   37762   37643     120    -     6.7e-42  145.9   2.4  -
psaJ                 -          u58                  -                1     135   40120   40254   40120   40254     135    +     5.5e-40  140.2   7.8  -
ycf3                 -          u58                  -                1     128   13898   13771   13898   13751     507    -     1.2e-39  138.4   9.0  -
ycf1                 -          u58                  -             1587    1918   80863   80544   80867   80523    5864    -     6.2e-39  131.2  43.0  -
pafI                 -          u58                  -                1     126   13898   13773   13898   13753     507    -     9.3e-39  135.4   9.1  -
psbJ                 -          u58                  -                1     122   37361   37240   37361   37239     123    -     3.8e-38  134.0   9.7  -
psbL                 -          u58                  -                1     116   37616   37501   37616   37500     117    -     6.4e-38  133.2  10.8  -
petG                 -          u58                  -                1     114   39158   39271   39158   39271     114    +     3.3e-36  127.9   9.2  -
clpP                 -          u58                  -              363     582   44813   44594   44832   44585     591    -     4.7e-35  123.1  15.4  -
rrn4.5               -          u58                  -                1     103   85241   85139   85241   85139     103    -     7.2e-35  123.3   2.5  -
rpl36                -          u58                  -                1     113   54742   54630   54742   54629     114    -     3.2e-34  121.3   6.4  -
rps12                -          u58                  -                1     114   44119   44006   44119   43993     372    -       8e-34  119.7   1.7  -
psbT                 -          u58                  -                1     108   49039   49146   49039   49146     108    +     2.8e-32  115.0   9.4  -
ycf15                -          u58                  -              260     426   99293   99094   99303   99067     506    -     1.6e-31  111.1   1.2  -
psbM                 -          u58                  -                1     105  139187  139083  139187  139083     105    -     1.1e-29  106.7   8.5  -
trnS-UGA             -          u58                  -                1      93    3775    3683    3775    3683      93    -     1.2e-29  106.0   0.5  -
trnY-GUA             -          u58                  -                1      84  140346  140263  140346  140263      84    -     1.6e-28  102.8   1.1  -
petN                 -          u58                  -                1      90  138050  138139  138050  138139      90    +     2.6e-28  101.8   5.6  -
trnS-GGA             -          u58                  -                1      87   14866   14952   14866   14952      87    +     3.2e-28  101.4   2.1  -
trnS-GCU             -          u58                  -                1      87  116432  116346  116432  116345      88    -     3.4e-28  101.4   1.7  -
trnL-CAA             -          u58                  -                1      81   98806   98886   98806   98886      81    +     1.2e-27   99.9   1.2  -
petL                 -          u58                  -                1      96   38885   38980   38885   38980      96    +     1.5e-27   99.8   9.0  -
trnL-UAG             -          u58                  -                1      80   66370   66449   66370   66449      80    +     4.4e-26   95.2   1.5  -
trnI-CAU             -          u58                  -                1      74  107033  107106  107033  107106      74    +     6.2e-26   94.3   0.3  -
trnH-GUG             -          u58                  -                1      75  107653  107579  107653  107579      75    -       7e-26   94.2   1.4  -
psaI                 -          u58                  -               15     111   32084   32180   32070   32180     111    +     7.3e-26   94.4  11.6  -
psbI                 -          u58                  -                1     111  116151  116270  116151  116270     111    +       1e-25   93.9   4.0  -
trnP-UGG             -          u58                  -                1      74   39755   39682   39755   39682      74    -     1.5e-25   93.1   1.4  -
trnT-UGU             -          u58                  -                1      73   16386   16314   16386   16314      73    -     1.9e-25   92.6   1.0  -
ycf1                 -          u58                  -             5260    5406   83270   83122   83290   83102    5864    -       2e-25   86.3  34.0  -
ycf6                 -          u58                  -                2      83  138058  138139  138057  138139      83    +       3e-25   91.9   5.0  -
trnT-GGU             -          u58                  -                1      72  141347  141418  141347  141418      72    +     3.4e-25   92.2   0.5  -
trnD-GUC             -          u58                  -                1      74  139771  139698  139771  139698      74    -     3.5e-25   91.6   3.0  -
trnM-CAU             -          u58                  -                1      73   23437   23509   23437   23509      73    +     4.1e-25   91.6   2.0  -
trnR-ACG             -          u58                  -                1      74   84533   84460   84533   84460      74    -     4.8e-25   91.7   2.9  -
trnW-CCA             -          u58                  -                1      74   39492   39419   39492   39419      74    -     5.3e-25   91.5   0.0  -
trnR-UCU             -          u58                  -                1      72  118293  118364  118293  118364      72    +     5.4e-25   91.3   1.3  -
trnV-GAC             -          u58                  -                2      72   92321   92251   92322   92251      72    -     8.4e-25   90.9   0.6  -
trnG-GCC             -          u58                  -                1      71    5614    5684    5614    5684      71    +     2.6e-24   89.4   0.1  -
trnE-UUC             -          u58                  -                1      73  140478  140406  140478  140406      73    -     4.1e-24   88.4   2.7  -
trnF-GAA             -          u58                  -                1      72   19091   19162   19091   19163      73    +     3.4e-23   86.2   0.5  -
trnN-GUU             -          u58                  -                1      72   83738   83809   83738   83809      72    +     4.3e-23   85.3   1.6  -
pdbZ                 -          u58                  -                1     187    4136    4322    4136    4324     189    +     1.3e-22   83.8  27.6  -
psbD                 -          u58                  -              374     885  109099  108579  109119  108559    1062    -     2.3e-22   79.8  12.8  -
ycf1                 -          u58                  -             5260    5408   82901   82741   82917   82721    5864    -     3.5e-22   75.5  35.3  -
ycf1                 -          u58                  -             5260    5408   82709   82567   82725   82550    5864    -       4e-22   75.4  32.7  -
trnfM-CAU            -          u58                  -                1      74    5904    5831    5904    5831      74    -     8.9e-22   81.1   0.4  -
trnQ-UUG             -          u58                  -                1      72  115105  115034  115105  115034      72    -       2e-21   79.7   3.7  -
trnC-GCA             -          u58                  -                1      71  137275  137346  137275  137346      71    +     1.2e-20   77.6   2.4  -
psal                 -          u58                  -               17     110   32086   32179   32072   32180     111    +     6.1e-20   75.0  11.2  -
ycf1                 -          u58                  -             5260    5408   83088   82933   83105   82913    5864    -       3e-19   65.8  34.3  -
psbA                 -          u58                  -              416     894    1425    1894    1405    1915    1062    +     4.9e-19   68.7  22.2  -
trnP-GGG             -          u58                  -                2      72   39754   39684   39754   39682      74    -       4e-18   69.4   1.6  -
trnS-CGA             -          u58                  -               32      91  118031  118090  118010  118091      92    +     7.7e-17   65.4   2.1  -
trnR-CCG             -          u58                  -                2      74   84532   84460   84533   84460      74    -     1.5e-15   61.0   2.8  -
trnG-UCC             -          u58                  -               21      71  118040  118090  118034  118090      71    +     8.6e-14   55.8   2.9  -
trnL-UAA             -          u58                  -               36      85   18656   18705   18636   18705      85    +     5.9e-13   52.7   0.6  -
trnS-GCU             -          u58                  -                1      88   14866   14952   14866   14952      88    +     7.4e-12   49.1   2.1  -
rps18                -          u58                  -              238     303   42593   42658   42586   42664     306    +     2.5e-11   46.4   7.5  -
trnS-GGA             -          u58                  -                1      86  116432  116346  116432  116345      87    -     1.7e-10   44.7   1.6  -
rps16                -          u58                  -                1      48  114477  114430  114477  114415     267    -     2.3e-10   43.2   2.7  -
trnK-UUU             -          u58                  -                1      45  112373  112327  112373  112320      72    -     8.6e-10   42.7   0.3  -
trnV-UAC             -          u58                  -                1      40   23242   23203   23242   23187      76    -     9.4e-10   42.5   0.0  -
clpP                 -          u58                  -                1      80   46737   46659   46737   46641     591    -     9.7e-10   39.4   1.7  -
trnV-UAC             -          u58                  -               35      76   22594   22556   22614   22556      76    -     2.2e-09   41.3   0.0  -
trnA-UGC             -          u58                  -                1      38   89179   89142   89179   89122      73    -     2.2e-09   41.1   1.4  -
trnI-GAU             -          u58                  -                1      42   90264   90223   90264   90203      72    -     2.4e-09   41.3   1.1  -
trnP-GGG             -          u58                  -                2      69    5901    5836    5904    5831      74    -     3.6e-09   40.7   0.2  -
trnK-UUU             -          u58                  -               36      72  109819  109783  109830  109783      72    -     5.9e-08   36.8   1.5  -
trnI-GAU             -          u58                  -               36      72   89279   89243   89292   89243      72    -     6.5e-08   36.7   1.0  -
trnM-CAU             -          u58                  -                5      66  141351  141411  141347  141417      73    +     8.2e-08   36.1   0.5  -
trnS-GCU             -          u58                  -                1      87    3775    3684    3775    3683      88    -       9e-08   36.0   0.6  -
pbsA                 -          u58                  -                1      74  108485  108412  108485  108411      75    -     1.1e-07   35.9   2.8  -
trnG-UCC             -          u58                  -                1      70    5614    5683    5614    5684      71    +     1.1e-07   36.2   0.1  -
trnS-UGA             -          u58                  -                1      92  116432  116346  116432  116345      93    -     1.8e-07   35.0   1.5  -
trnL-UAA             -          u58                  -                1      37   18075   18111   18075   18127      85    +       2e-07   35.0   2.6  -
trnA-UGC             -          u58                  -               39      73   88346   88312   88366   88312      73    -       2e-07   34.9   2.0  -
trnT-GGU             -          u58                  -                6      65   23442   23502   23437   23508      72    +     4.9e-07   34.0   1.6  -
trnS-UGA             -          u58                  -                1      92   14866   14951   14866   14952      93    +     1.1e-06   32.4   1.9  -
trnT-UGU             -          u58                  -                1      71  141347  141416  141347  141418      73    +     1.2e-06   32.3   0.5  -
trnM-CAU             -          u58                  -                3      68   16384   16319   16386   16315      73    -     2.6e-06   31.3   0.6  -
pbsH                 -          u58                  -                1      89   49474   49562   49474   49563      90    +     2.8e-06   31.9   3.2  -
trnR-UCG             -          u58                  -                7      70   84527   84467   84532   84460      77    -     3.1e-06   31.1   1.5  -
trnT-UGU             -          u58                  -                3      70   23439   23506   23437   23508      73    +       4e-06   30.7   1.8  -
trnT-GGU             -          u58                  -                1      66   16386   16320   16386   16314      72    -     6.1e-06   30.5   0.7  -
trnS-CGA             -          u58                  -                1      46  117286  117331  117286  117354      92    +     1.7e-05   29.0   3.9  -
trnS-CGA             -          u58                  -                2      90    5614    5683    5613    5685      92    +     2.4e-05   28.5   0.1  -
trnA-UGC             -          u58                  -                1      71   92322   92253   92322   92251      73    -     4.4e-05   27.4   0.8  -
trnA-UGC             -          u58                  -                8      65   16379   16322   16391   16308      73    -     4.7e-05   27.3   0.8  -
trnC-GCA             -          u58                  -                4      68   19094   19160   19087   19163      71    +     6.8e-05   27.1   0.2  -
trnS-GGA             -          u58                  -                1      86    3775    3684    3775    3683      87    -     6.9e-05   26.7   0.7  -
trnK-UUU             -          u58                  -                8      61   83745   83798   83735   83801      72    +     9.8e-05   26.5   1.5  -
ycf12                -          u58                  -                3     143    8438    8256    8440    8255     144    -     0.00011   23.8   9.9  -
trnfM-CAU            -          u58                  -                7      69   39749   39687   39754   39682      74    -     0.00012   26.2   0.8  -
ndhF                 -          u58                  -              714    1048   68649   68300   68670   68280    2235    -     0.00018   18.8  11.3  -
trnA-UGC             -          u58                  -                8      65  141354  141410  141351  141419      73    +     0.00039   24.3   0.8  -
trnT-GGU             -          u58                  -                7      64   92316   92259   92318   92256      72    -      0.0004   24.6   0.5  -
trnV-GAC             -          u58                  -                8      64  141354  141410  141351  141413      72    +     0.00045   24.5   1.1  -
trnA-UGC             -          u58                  -                3      62  139769  139709  139771  139700      73    -     0.00055   23.8   1.9  -
trnG-GCC             -          u58                  -               34      70  118053  118089  118036  118090      71    +     0.00058   24.2   1.5  -
trnR-CCG             -          u58                  -                4      64    5888    5841    5903    5833      74    -      0.0011   23.0   0.0  -
trnF-GAA             -          u58                  -               18      65  137291  137338  137275  137349      73    +      0.0065   21.2   0.7  -
accD                 -          u58                  -              928     983   30068   30120   30045   30140    1591    +       0.007   14.6   3.9  -
trnI-GAU             -          u58                  -                4      61  141350  141407  141347  141418      72    +      0.0073   20.5   0.5  -
trnP-UGG             -          u58                  -                5      66    5898    5839    5902    5833      74    -        0.02   19.0   0.1  -
trnV-UAC             -          u58                  -                8      73   16379   16318   16399   16316      76    -       0.021   18.9   0.7  -
trnW-CCA             -          u58                  -                8      63    5897    5842    5904    5837      74    -       0.027   18.7   0.1  -
trnL-UAA             -          u58                  -                3      84    3773    3684    3775    3683      85    -       0.032   18.4   0.3  -
trnP-GGG             -          u58                  -                4      70   39686   39750   39683   39754      74    +       0.057   17.6   1.5  -
rpl20                -          u58                  -                1      37   43247   43211   43247   43205     354    -        0.07   14.8   6.3  -
trnA-UGC             -          u58                  -                7      68   19097   19158   19092   19162      73    +       0.087   16.8   0.2  -
trnN-GUU             -          u58                  -                6      41   90259   90224   90261   90207      72    -       0.091   17.0   0.7  -
trnL-UAA             -          u58                  -                8      75   98813   98876   98809   98882      85    +         0.1   16.7   1.2  -
trnL-UAG             -          u58                  -                8      69   98813   98875   98806   98885      80    +        0.12   16.9   1.4  -
trnM-CAU             -          u58                  -                8      58   92315   92266   92319   92246      73    -        0.14   16.2   0.0  -
trnL-CAA             -          u58                  -                8      70   66377   66438   66370   66449      81    +        0.17   16.1   0.8  -
trnR-CCG             -          u58                  -                5      63   83742   83798   83740   83805      74    +        0.19   15.8   1.4  -
trnQ-UUG             -          u58                  -                5      67  107648  107584  107654  107578      72    -         0.2   15.6   0.8  -
trnR-UCU             -          u58                  -               18      64   39474   39427   39494   39420      72    -        0.21   15.7   0.1  -
trnP-GGG             -          u58                  -               35      71    5645    5681    5637    5682      74    +        0.21   15.8   0.4  -
trnR-UCG             -          u58                  -                3      69    3758    3691    3767    3684      77    -        0.25   15.4   0.0  -
trnR-CCG             -          u58                  -                6      67   39750   39689   39755   39680      74    -        0.25   15.4   1.1  -
trnG-UCC             -          u58                  -                1      23  117287  117309  117287  117323      71    +        0.28   15.7   3.8  -
trnR-CCG             -          u58                  -               32      66    3727    3691    3750    3683      74    -        0.28   15.2   0.0  -
trnR-ACG             -          u58                  -               39      66    3713    3691    3736    3683      74    -        0.29   15.5   0.0  -
trnA-UGC             -          u58                  -                2      37   23241   23205   23242   23184      73    -         0.3   15.1   0.2  -
trnW-CCA             -          u58                  -               19      66  118310  118356  118294  118363      74    +        0.33   15.2   1.4  -
trnI-GAU             -          u58                  -                7      61   83744   83798   83741   83808      72    +        0.36   15.1   1.7  -
