# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
rps7                 -          u58                  -              316     762   95200   95627   95179   95634    1138    +     1.2e-62  211.5  16.2  -
rps2                 -          u58                  -               30     636  125332  124611  125355  124591     997    -       2e-62  210.5  26.8  -
rps12                -          u58                  -              560     796   94302   94538   94302   94558    1079    +     2.2e-62  210.4   2.3  -
rpl16                -          u58                  -              135     555   56684   56291   56704   56274     574    -     5.6e-57  193.3  14.6  -
rpl2                 -          u58                  -             1038    1479   60098   59662   60112   59641    1503    -     7.3e-47  158.5  10.3  -
nad5                 -          u58                  -              419    1078   63769   63119   63790   63099    1994    -     8.9e-37  125.3  41.6  -
rps14                -          u58                  -              181     484    6376    6070    6403    6050     578    -     2.1e-36  126.2  10.3  -
trnS-GGA             -          u58                  -                1      87   14866   14952   14866   14952      87    +     6.9e-28   99.4   2.1  -
nad1                 -          u58                  -               40     526   74235   73675   74257   73652    1154    -     1.4e-27   95.7  28.3  -
trnW-CCA             -          u58                  -                1      74   39492   39419   39492   39419      74    -     1.9e-25   92.1   0.0  -
trnV-GAC             -          u58                  -                2      72   92321   92251   92322   92251      72    -     4.3e-25   91.1   0.6  -
trnN-GUU             -          u58                  -                1      71   83738   83808   83738   83809      72    +     1.7e-23   85.6   1.6  -
trnP-UGG             -          u58                  -               14      99   39757   39676   39775   39664     111    -     6.8e-23   83.2   1.2  -
rpl2                 -          u58                  -              106     348   61163   60880   61184   60858    1503    -     1.9e-22   77.6  12.4  -
trnH-GUG             -          u58                  -                1      74  107652  107579  107652  107579      74    -     3.4e-21   78.0   1.1  -
trnI-GAU             -          u58                  -                1      87   90264   90178   90264   90177      88    -     7.9e-21   77.1   3.2  -
nad4                 -          u58                  -              648    1050   68671   68274   68699   68253    1498    -     9.1e-21   72.4  16.7  -
trnT-GGU             -          u58                  -                1      72  141347  141418  141347  141418      72    +     4.4e-20   74.5   0.6  -
trnR-ACG             -          u58                  -                2      73   84532   84461   84533   84460      74    -     7.8e-20   73.9   2.8  -
rps4                 -          u58                  -              227     514   15768   15468   15788   15448    1294    -     9.1e-20   68.7  12.9  -
trnL-CAA             -          u58                  -                1      81   98806   98886   98806   98886      81    +       1e-19   73.9   1.2  -
trnP-GGG             -          u58                  -                2      74   39754   39682   39755   39682      74    -     2.7e-19   72.0   1.5  -
trnD-GUC             -          u58                  -                8      80  139771  139699  139776  139698      81    -     6.3e-19   70.9   3.1  -
trnF-GAA             -          u58                  -                2      74   19091   19162   19090   19164      76    +     1.9e-17   66.1   0.6  -
trnS-GCU             -          u58                  -               16     113  116437  116340  116452  116320     122    -     6.5e-17   63.7   2.2  -
trnI-CAU             -          u58                  -                1      74  107033  107106  107033  107106      74    +     1.7e-16   63.1   0.5  -
trnR-UCU             -          u58                  -                1      73  118293  118363  118293  118364      74    +     7.8e-15   57.8   1.4  -
nad7                 -          u58                  -               40    1180   75361   74224   75381   74219    1185    -     9.5e-15   53.5  44.7  -
trnQ-UUG             -          u58                  -                1      72  115105  115034  115105  115034      72    -     9.9e-15   57.6   3.5  -
nad1                 -          u58                  -              567     726   72523   72352   72543   72331    1154    -     4.7e-14   50.9   8.9  -
trnR-UCG             -          u58                  -                1      73   39492   39420   39492   39419      74    -     1.1e-13   54.2   0.0  -
trnfM-CAU            -          u58                  -                2      73    5903    5832    5904    5831      74    -     1.2e-13   53.9   0.4  -
trnM-CAU             -          u58                  -                5      81    5906    5833    5910    5829      88    -       2e-13   53.2   0.2  -
trnS-CGA             -          u58                  -                2      71  107034  107105  107033  107106      72    +     2.7e-13   52.7   0.2  -
trnT-UGU             -          u58                  -                2      71   16385   16315   16386   16314      72    -     1.5e-12   50.5   0.8  -
trnT-GGU             -          u58                  -                2      71   16385   16315   16386   16314      72    -     6.7e-12   48.3   0.8  -
rps19                -          u58                  -              270     488   59608   59384   59626   59374     688    -     7.7e-12   44.1  21.8  -
trnT-GGU             -          u58                  -                2      70   23438   23507   23437   23509      72    +     1.1e-11   47.6   1.6  -
trnS-UGA             -          u58                  -                2      86    3774    3684    3775    3683      87    -     5.8e-11   45.7   0.6  -
trnL-CAA             -          u58                  -                1      81  107033  107106  107033  107106      81    +       1e-10   45.0   0.3  -
trnC-GCA             -          u58                  -                8      81  137275  137347  137273  137370     120    +     1.3e-10   43.6   1.0  -
trnS-GCU             -          u58                  -               14     109    3782    3682    3789    3670     122    -     2.9e-10   42.1   0.6  -
trnG-UCC             -          u58                  -                1      70    5614    5683    5614    5684      71    +     8.1e-10   42.0   0.1  -
trnT-GGU             -          u58                  -                2      70   83739   83807   83738   83808      72    +     1.7e-09   40.6   1.5  -
trnS-GGA             -          u58                  -                1      86  116432  116346  116432  116345      87    -     2.3e-09   40.1   1.6  -
nad2                 -          u58                  -              493     837   96391   96731   96371   96751    1613    +     7.7e-09   32.9   8.9  -
trnA-UGC             -          u58                  -               11      49   89180   89142   89190   89121      88    -     6.5e-08   34.8   1.7  -
trnR-UCU             -          u58                  -                1      70   39492   39423   39492   39420      74    -     1.9e-07   34.2   0.0  -
trnR-UCG             -          u58                  -                3      66   84531   84468   84533   84460      74    -     2.3e-07   34.0   2.1  -
trnY-GUA             -          u58                  -                8      76  140339  140270  140346  140263      83    -     2.5e-07   34.0   0.4  -
cob                  -          u58                  -              319     688   50855   51227   50835   51236    1412    +     5.6e-07   26.7  11.2  -
nad2                 -          u58                  -              839    1373   97416   97962   97410   97983    1613    +     9.8e-07   25.9  28.1  -
trnC-GCA             -          u58                  -                6      75   19089   19158   19085   19163     120    +     1.1e-06   31.0   0.7  -
trnR-UCU             -          u58                  -                6      68   16381   16320   16386   16305      74    -     1.1e-06   31.7   0.6  -
trnA-UGC             -          u58                  -               10      82   92324   92253   92333   92247      88    -     1.3e-06   30.6   1.1  -
trnK-UUU             -          u58                  -                8      67   83745   83803   83744   83807      73    +     2.8e-06   30.3   1.6  -
trnC-GCA             -          u58                  -                8      79  116432  116346  116437  116346     120    -     4.1e-06   29.1   0.7  -
trnS-UGA             -          u58                  -                2      86  116431  116346  116432  116345      87    -     4.2e-06   30.1   1.4  -
trnS-GCU             -          u58                  -               17     109   14862   14953   14846   14957     122    +     4.6e-06   28.6   1.9  -
trnY-GUA             -          u58                  -                3      77  116431  116351  116433  116345      83    -     5.3e-06   29.7   1.5  -
trnA-UGC             -          u58                  -               13      82  139771  139700  139782  139694      88    -     6.1e-06   28.4   2.4  -
trnS-UGA             -          u58                  -                2      87   14867   14952   14866   14952      87    +     7.5e-06   29.3   2.1  -
trnA-UGC             -          u58                  -               11      82   39756   39684   39765   39678      88    -     9.6e-06   27.8   1.0  -
trnR-UCG             -          u58                  -                1      73  118293  118363  118293  118364      74    +       1e-05   28.7   1.4  -
rps3                 -          u58                  -             1558    1732   58284   58111   58312   58091    2146    -     2.1e-05   20.8  12.1  -
trnR-UCG             -          u58                  -                8      67   39748   39689   39754   39684      74    -     2.4e-05   27.5   1.5  -
trnM-CAU             -          u58                  -               21      77  107046  107105  107038  107115      88    +     2.8e-05   27.2   0.3  -
trnR-UCU             -          u58                  -                6      72   23442   23507   23438   23509      74    +     3.8e-05   26.8   2.0  -
rrn5                 -          u58                  -               11     120   84912   84792   84916   84785     126    -     4.9e-05   25.7   0.8  -
trnS-CGA             -          u58                  -                7      71   16380   16315   16385   16314      72    -     5.7e-05   26.0   0.9  -
trnK-UUU             -          u58                  -                5      71   39751   39684   39755   39682      73    -     8.9e-05   25.5   1.2  -
trnR-UCG             -          u58                  -                7      67    5898    5838    5902    5835      74    -     9.9e-05   25.5   0.1  -
trnG-UCC             -          u58                  -               29      70  118048  118089  118027  118090      71    +     0.00012   25.5   1.9  -
trnR-UCG             -          u58                  -               14      68  115092  115040  115101  115034      74    -     0.00012   25.3   1.3  -
trnH-GUG             -          u58                  -                4      65  116429  116354  116430  116348      74    -     0.00013   24.8   0.1  -
trnT-GGU             -          u58                  -                7      65   92316   92258   92319   92255      72    -     0.00014   24.9   0.6  -
trnR-UCG             -          u58                  -                7      67   83744   83802   83740   83809      74    +     0.00016   24.9   1.5  -
trnR-UCU             -          u58                  -                5      72   83742   83807   83739   83809      74    +     0.00019   24.5   1.6  -
trnR-UCU             -          u58                  -                1      73  107033  107105  107033  107106      74    +      0.0002   24.4   0.3  -
trnV-GAC             -          u58                  -                8      64  141354  141410  141351  141413      72    +     0.00026   24.5   1.1  -
trnM-CAU             -          u58                  -               14      81   39485   39418   39488   39412      88    -     0.00026   24.0   0.0  -
trnG-GCC             -          u58                  -                1      71    5614    5683    5614    5684      72    +     0.00029   23.9   0.1  -
trnL-UAA             -          u58                  -               20      79  140327  140264  140335  140263      80    -     0.00044   23.4   0.3  -
trnL-UAA             -          u58                  -                8      79   19098   19162   19095   19163      80    +     0.00046   23.3   0.1  -
trnT-UGU             -          u58                  -                6      65   23442   23502   23437   23509      72    +     0.00062   22.9   1.5  -
trnL-CAA             -          u58                  -                6      71   66375   66439   66370   66442      81    +     0.00065   23.2   0.9  -
trnH-GUG             -          u58                  -                7      68  115099  115040  115103  115037      74    -     0.00069   22.5   2.7  -
trnA-UGC             -          u58                  -               21      77  141356  141411  141352  141418      88    +     0.00079   21.7   1.0  -
trnM-CAU             -          u58                  -               26      75   23443   23505   23427   23510      88    +      0.0008   22.5   1.3  -
trnH-GUG             -          u58                  -                1      74    5614    5684    5614    5684      74    +     0.00086   22.2   0.1  -
trnA-UGC             -          u58                  -               19      78   16379   16320   16382   16309      88    -     0.00096   21.4   0.8  -
trnA-UGC             -          u58                  -               18      79   19097   19158   19082   19165      88    +       0.001   21.3   0.3  -
trnG-GCC             -          u58                  -                8      63  139764  139707  139769  139699      72    -      0.0015   21.6   2.3  -
trnL-UAA             -          u58                  -                3      37   18077   18111   18075   18112      80    +      0.0017   21.5   2.1  -
trnS-GGA             -          u58                  -                1      86    3775    3684    3775    3683      87    -      0.0019   21.1   0.7  -
trnV-UAC             -          u58                  -                4      66   23440   23502   23439   23511      73    +      0.0021   21.3   2.0  -
trnI-CAU             -          u58                  -                8      70   23444   23505   23438   23509      74    +      0.0022   21.1   2.3  -
trnQ-UUG             -          u58                  -                6      62  107647  107589  107654  107580      72    -      0.0023   21.3   0.6  -
trnA-UGC             -          u58                  -               50      85   88346   88311   88366   88308      88    -      0.0023   20.1   1.5  -
trnR-UCU             -          u58                  -               18      67    5900    5838    5920    5836      74    -      0.0024   21.0   0.0  -
trnL-UAG             -          u58                  -               13      75   98817   98876   98804   98882      85    +      0.0024   21.2   1.0  -
trnL-UAA             -          u58                  -                9      74   98814   98880   98807   98886      80    +      0.0025   21.0   1.1  -
trnD-GUC             -          u58                  -                6      78  107654  107582  107657  107579      81    -      0.0029   20.7   1.4  -
trnV-UAC             -          u58                  -                8      38   23235   23204   23241   23184      73    -       0.003   20.8   0.0  -
trnR-UCU             -          u58                  -                5      73  141351  141417  141332  141418      74    +      0.0031   20.6   0.8  -
trnK-UUU             -          u58                  -                6      65   39487   39427   39492   39422      73    -      0.0032   20.5   0.1  -
trnY-GUA             -          u58                  -                3      75   14867   14944   14865   14952      83    +       0.004   20.5   1.8  -
trnW-CCA             -          u58                  -                8      63    5897    5842    5903    5838      74    -      0.0041   20.5   0.2  -
trnA-UGC             -          u58                  -                8      78    5610    5678    5603    5687      88    +      0.0055   19.0   0.5  -
trnfM-CAU            -          u58                  -               15      66  107047  107098  107044  107100      74    +      0.0059   19.7   1.0  -
trnL-UAA             -          u58                  -               36      79   18656   18704   18639   18705      80    +      0.0069   19.5   0.6  -
trnT-UGU             -          u58                  -                2      68   83739   83805   83738   83807      72    +      0.0071   19.6   1.5  -
trnL-UAG             -          u58                  -               41      82   18661   18702   18641   18705      85    +      0.0083   19.5   0.2  -
trnS-CGA             -          u58                  -                6      66   83743   83803   83739   83807      72    +      0.0095   18.9   0.9  -
trnR-UCG             -          u58                  -                1      73  107033  107105  107033  107106      74    +       0.011   19.0   0.4  -
trnH-GUG             -          u58                  -               15      62  107589  107636  107574  107641      74    +       0.012   18.5   0.2  -
trnD-GUC             -          u58                  -               41      78    5645    5681    5622    5684      81    +       0.013   18.7   0.1  -
trnE-UUC             -          u58                  -               25      63    5637    5675    5618    5682      72    +       0.015   18.8   0.0  -
trnV-UAC             -          u58                  -                7      66   16380   16321   16382   16317      73    -       0.016   18.5   1.1  -
trnR-UCG             -          u58                  -                5      63   16382   16325   16386   16318      74    -       0.017   18.4   0.7  -
trnT-GGU             -          u58                  -                6      71   19096   19162   19091   19163      72    +       0.017   18.2   0.1  -
trnL-UAA             -          u58                  -               15      80  118306  118364  118294  118364      80    +       0.018   18.2   1.7  -
trnP-UGG             -          u58                  -               23      87    5901    5837    5913    5816     111    -        0.02   17.2   0.0  -
trnD-GUC             -          u58                  -                5      77   92325   92255   92329   92252      81    -       0.021   18.0   1.9  -
trnK-UUU             -          u58                  -               17      69  115090  115038  115092  115035      73    -       0.022   17.9   1.2  -
trnC-GCA             -          u58                  -               11      73  107649  107586  107655  107581     120    -       0.023   17.0   1.0  -
trnM-CAU             -          u58                  -               10      86  139770  139692  139778  139690      88    -       0.023   17.8   2.8  -
trnE-UUC             -          u58                  -                3      62  140476  140416  140478  140402      72    -       0.027   18.0   1.7  -
trnA-UGC             -          u58                  -               19      78   23444   23503   23440   23516      88    +       0.028   16.7   1.9  -
trnL-CAA             -          u58                  -               17      75    5886    5837    5907    5832      81    -       0.028   18.0   0.0  -
trnS-CGA             -          u58                  -               23      69  118040  118087  118020  118090      72    +       0.031   17.3   2.4  -
trnR-UCG             -          u58                  -                4      71  139768  139701  139771  139698      74    -       0.037   17.3   2.5  -
trnR-ACG             -          u58                  -                3      59  139769  139713  139771  139699      74    -       0.038   17.2   1.4  -
trnF-GAA             -          u58                  -                8      64   84527   84471   84535   84460      76    -       0.047   16.8   1.6  -
trnF-GAA             -          u58                  -               20      66  137292  137337  137275  137347      76    +       0.049   16.7   0.2  -
trnA-UGC             -          u58                  -               13      54   23241   23199   23253   23182      88    -       0.056   15.7   0.0  -
trnR-UCG             -          u58                  -                6      30   23237   23213   23241   23208      74    -       0.057   16.7   0.0  -
trnK-UUU             -          u58                  -               18      66    5900    5838    5903    5835      73    -       0.062   16.4   0.2  -
trnC-GCA             -          u58                  -                7      87   14865   14958   14860   14979     120    +       0.064   15.5   0.7  -
trnA-UGC             -          u58                  -               19      73   39485   39430   39488   39410      88    -       0.064   15.5   0.0  -
trnN-GUU             -          u58                  -                6      40   90259   90225   90262   90208      72    -       0.065   16.5   0.4  -
trnT-GGU             -          u58                  -                4      70  107036  107104  107033  107106      72    +       0.066   16.3   0.2  -
trnN-GUU             -          u58                  -                8      64   39485   39427   39489   39419      72    -       0.077   16.3   0.1  -
trnK-UUU             -          u58                  -               40      71    5651    5682    5637    5684      73    +       0.085   16.0   0.7  -
trnG-GCC             -          u58                  -                9      61  141355  141407  141352  141421      72    +       0.088   15.9   0.5  -
trnV-UAC             -          u58                  -               34      64   22595   22565   22614   22556      73    -       0.089   16.1   0.0  -
trnW-CCA             -          u58                  -               19      67  118310  118357  118294  118363      74    +       0.096   16.1   1.4  -
trnT-GGU             -          u58                  -                6      38   90259   90226   90262   90209      72    -       0.097   15.8   0.2  -
trnI-GAU             -          u58                  -               39      87   89295   89244   89316   89243      88    -         0.1   15.9   1.6  -
trnY-GUA             -          u58                  -                3      79    3774    3686    3775    3683      83    -         0.1   16.0   0.7  -
trnV-UAC             -          u58                  -                3      69   92320   92257   92322   92251      73    -        0.11   15.8   0.8  -
trnL-CAA             -          u58                  -                2      80   16385   16315   16386   16314      81    -        0.12   16.0   0.8  -
trnL-UAA             -          u58                  -               50      79  141388  141417  141376  141418      80    +        0.13   15.4   0.3  -
trnD-GUC             -          u58                  -                6      41   89181   89147   89186   89123      81    -        0.14   15.4   2.0  -
trnK-UUU             -          u58                  -                7      32   19097   19122   19091   19123      73    +        0.14   15.3   1.9  -
trnM-CAU             -          u58                  -                7      82   39755   39680   39761   39675      88    -        0.14   15.3   0.2  -
rrn18                -          u58                  -              906     990   91140   91225   91119   91245    2142    +        0.15    5.6   1.9  -
trnV-UAC             -          u58                  -                3      36   89177   89144   89179   89133      73    -        0.17   15.2   0.8  -
trnK-UUU             -          u58                  -               38      73  109818  109783  109838  109783      73    -        0.19   14.9   0.7  -
trnS-CGA             -          u58                  -                8      63   23444   23500   23442   23503      72    +        0.19   14.7   1.1  -
trnS-CGA             -          u58                  -                7      65    5620    5677    5619    5679      72    +        0.19   14.7   0.0  -
trnM-CAU             -          u58                  -               26      72   83755   83801   83743   83808      88    +         0.2   14.8   1.1  -
trnK-UUU             -          u58                  -                2      25   89178   89155   89179   89135      73    -        0.22   14.6   1.0  -
trnR-ACG             -          u58                  -               21      66    3731    3691    3752    3682      74    -        0.23   14.8   0.0  -
trnL-CAA             -          u58                  -               32      77  118325  118360  118306  118364      81    +        0.23   15.0   1.2  -
trnK-UUU             -          u58                  -                1      38  112373  112337  112373  112327      73    -        0.26   14.4   0.5  -
trnM-CAU             -          u58                  -               24      74   16370   16320   16390   16313      88    -        0.27   14.4   1.0  -
trnV-UAC             -          u58                  -                7      65  141353  141410  141350  141414      73    +        0.27   14.6   0.9  -
trnT-UGU             -          u58                  -               36      69  141382  141415  141362  141418      72    +        0.27   14.5   0.7  -
trnF-GAA             -          u58                  -                8      66   16380   16323   16387   16311      76    -        0.27   14.3   0.7  -
trnR-UCG             -          u58                  -                7      62   19097   19151   19094   19161      74    +        0.28   14.5   0.1  -
trnS-GCU             -          u58                  -               82     106    5857    5833    5878    5820     122    -        0.31   13.0   0.2  -
trnH-GUG             -          u58                  -                4      70   19094   19159   19091   19163      74    +        0.31   14.0   0.3  -
trnI-GAU             -          u58                  -                8      43   83745   83780   83741   83800      88    +        0.32   14.3   1.5  -
trnS-GCU             -          u58                  -               24      93  107649  107594  107660  107583     122    -        0.32   12.9   0.6  -
trnM-CAU             -          u58                  -                6      71   19090   19154   19085   19168      88    +        0.32   14.1   0.7  -
trnM-CAU             -          u58                  -               26      71  141353  141409  141333  141417      88    +        0.33   14.1   0.7  -
trnR-UCU             -          u58                  -               30      65  118047  118081  118043  118089      74    +        0.34   14.1   0.6  -
trnM-CAU             -          u58                  -               19      71   98817   98877   98806   98883      88    +        0.34   14.0   0.8  -
trnL-CAA             -          u58                  -               17      75   39474   39425   39489   39421      81    -        0.36   14.4   0.1  -
trnV-GAC             -          u58                  -               28      70   88353   88314   88371   88312      72    -        0.39   14.3   3.0  -
trnR-UCG             -          u58                  -               34      67    3726    3690    3746    3684      74    -         0.4   14.0   0.1  -
trnL-UAA             -          u58                  -               51      76   23480   23505   23466   23509      80    +        0.43   13.8   1.0  -
trnE-UUC             -          u58                  -               11      67  139760  139703  139766  139692      72    -        0.44   14.1   2.5  -
trnR-UCG             -          u58                  -                4      63  141350  141407  141347  141417      74    +        0.44   13.8   0.4  -
trnS-CGA             -          u58                  -                8      70  141354  141416  141351  141418      72    +        0.44   13.6   0.9  -
trnR-UCU             -          u58                  -                8      63   84526   84471   84531   84470      74    -        0.46   13.7   1.7  -
trnN-GUU             -          u58                  -                9      67  107041  107101  107034  107105      72    +        0.46   13.8   0.4  -
trnR-UCU             -          u58                  -               45      66   39711   39690   39732   39687      74    -        0.46   13.7   0.0  -
trnT-UGU             -          u58                  -               44      66    5656    5678    5641    5680      72    +        0.46   13.7   0.6  -
trnI-CAU             -          u58                  -               22      65    5883    5840    5891    5834      74    -        0.48   13.6   0.0  -
trnS-CGA             -          u58                  -               36      64   39457   39427   39479   39424      72    -        0.48   13.4   0.3  -
trnR-UCU             -          u58                  -                8      67  139764  139705  139768  139700      74    -        0.49   13.6   1.7  -
trnV-GAC             -          u58                  -                8      57   23444   23494   23439   23504      72    +         0.5   14.0   1.5  -
trnI-CAU             -          u58                  -               49      72   39445   39421   39465   39419      74    -        0.52   13.5   0.1  -
trnfM-CAU            -          u58                  -                7      66  139765  139706  139767  139704      74    -        0.55   13.4   2.0  -
trnI-CAU             -          u58                  -               50      69   83785   83804   83763   83807      74    +        0.56   13.4   0.5  -
trnG-GCC             -          u58                  -               47      69   18680   18702   18675   18704      72    +        0.57   13.3   0.5  -
trnW-CCA             -          u58                  -                8      66   83745   83801   83738   83807      74    +        0.63   13.5   1.0  -
trnfM-CAU            -          u58                  -               18      73   16370   16315   16380   16314      74    -        0.63   13.2   1.0  -
trnH-GUG             -          u58                  -                8      65  107040  107097  107038  107102      74    +        0.69   12.9   0.4  -
trnT-GGU             -          u58                  -               38      63   89277   89252   89297   89245      72    -        0.72   13.0   1.2  -
trnR-UCG             -          u58                  -                6      63   23442   23498   23439   23507      74    +        0.76   13.1   1.9  -
trnT-GGU             -          u58                  -               36      62   22592   22566   22600   22561      72    -        0.78   12.9   0.0  -
trnI-CAU             -          u58                  -               49      74  118339  118364  118330  118364      74    +        0.84   12.8   0.7  -
trnC-GCA             -          u58                  -               10      70  115103  115044  115105  115036     120    -        0.86   11.9   3.1  -
trnV-UAC             -          u58                  -                8      61   19098   19151   19084   19159      73    +        0.88   12.9   0.3  -
trnT-GGU             -          u58                  -               45      65   39446   39426   39468   39421      72    -        0.92   12.6   0.0  -
trnL-UAA             -          u58                  -                4      76   39489   39423   39492   39420      80    -        0.92   12.7   0.0  -
trnP-GGG             -          u58                  -                8      67    5897    5838    5902    5831      74    -        0.95   12.6   0.2  -
trnR-UCU             -          u58                  -                7      70   19097   19159   19096   19163      74    +           1   12.6   0.2  -
trnR-ACG             -          u58                  -                5      31   23238   23212   23241   23204      74    -           1   12.7   0.1  -
trnL-CAA             -          u58                  -               53      79   83781   83807   83760   83808      81    +           1   13.0   0.7  -
trnI-CAU             -          u58                  -                8      70   98813   98882   98806   98886      74    +         1.1   12.5   1.0  -
trnS-UGA             -          u58                  -                4      81  140343  140269  140346  140263      87    -         1.1   12.8   0.7  -
trnS-CGA             -          u58                  -               27      68    5877    5835    5898    5833      72    -         1.1   12.3   0.1  -
trnT-UGU             -          u58                  -               44      69    5859    5834    5860    5834      72    -         1.1   12.5   0.6  -
trnT-GGU             -          u58                  -                5      64  139767  139706  139769  139700      72    -         1.1   12.3   1.7  -
trnL-CAA             -          u58                  -               43      80   23467   23508   23458   23509      81    +         1.1   12.8   1.3  -
trnD-GUC             -          u58                  -                9      80  116431  116346  116435  116345      81    -         1.2   12.4   0.5  -
trnH-GUG             -          u58                  -                7      65   83744   83800   83744   83803      74    +         1.2   12.1   1.7  -
trnP-UGG             -          u58                  -               29      83   39483   39429   39499   39409     111    -         1.2   11.4   0.2  -
trnR-UCG             -          u58                  -                3      28   90262   90239   90264   90233      74    -         1.3   12.3   0.6  -
