# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXdrcdE9/tmpXXXX8l4xya.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXdrcdE9/tmpXXXXiAFjs6.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXdrcdE9/tmpXXXX8l4xya.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurGra_Simpur
# Date:            Wed Apr  8 00:09:09 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
rps7                 -          u18                  -                1     468   12373   11906   12373   11906     468    -    4.1e-174  582.2  18.0  -
petD                 -          u18                  -                7     483   55108   54632   55114   54632     483    -      7e-173  578.1  24.4  -
ndhJ                 -          u18                  -                1     477   87225   87701   87225   87701     477    +    1.1e-171  573.9  13.7  -
ycf68                -          u18                  -                1     478   17387   17871   17387   17879     484    +    1.2e-167  560.6   0.2  -
rpl2                 -          u18                  -              383     826   47289   47730   47269   47730     826    +    7.6e-166  555.0  13.6  -
ycf2                 -          u18                  -             6358    6869    7187    7707    7167    7707    6869    +    2.8e-162  540.0  24.5  -
rpoC1                -          u18                  -                1     442  116531  116972  116531  116992    2049    +    2.7e-149  499.1  23.7  -
rpl2                 -          u18                  -                1     391   46227   46617   46227   46635     826    +    9.5e-147  491.8  13.5  -
atpF                 -          u18                  -              145     555  128721  129131  128701  129131     555    +    5.1e-141  472.8  24.3  -
rps11                -          u18                  -                1     417   52911   53327   52911   53327     417    +    1.8e-140  471.1   6.9  -
atpE                 -          u18                  -                1     401   83426   83826   83426   83827     402    +    1.3e-139  468.1  13.8  -
rps8                 -          u18                  -                1     405   51774   52178   51774   52178     405    +    5.9e-139  466.2  24.8  -
rpl16                -          u18                  -                7     407   50704   51104   50698   51105     408    +    1.4e-137  461.7  14.2  -
psaB                 -          u18                  -               35    2139   96716   98799   96702   98827    2205    +    7.5e-132  441.3  35.1  -
psaA                 -          u18                  -              105    2111   98920  100935   98900  100955    2253    +    1.4e-131  440.0  51.8  -
rpl14                -          u18                  -                1     369   51239   51607   51239   51607     369    +    6.7e-130  436.0  14.1  -
rpl22                -          u18                  -               34     500   48143   48651   48122   48660     508    +    8.2e-127  426.1  30.0  -
ndhC                 -          u18                  -                1     363   85997   86359   85997   86359     363    +    1.2e-126  425.3  32.9  -
ycf1                 -          u18                  -             1101    1602   44164   43640   44165   43625    5864    -      1e-113  379.5  65.8  -
ycf1                 -          u18                  -             1768    2536   42919   42148   42939   42128    5864    -    7.6e-108  360.0  75.7  -
rps14                -          u18                  -                1     303  101221  101523  101221  101523     303    +    6.5e-106  356.8  10.6  -
ndhE                 -          u18                  -                1     305   32620   32316   32620   32315     306    -      1e-102  346.4  29.2  -
ycf1                 -          u18                  -             2479    2905   42104   41681   42124   41661    5864    -      2e-102  342.0  28.0  -
rpl23                -          u18                  -                1     282   45927   46208   45927   46208     282    +     5.7e-99  334.1  12.4  -
psbE                 -          u18                  -                1     252   69675   69926   69675   69926     252    +     2.3e-90  305.4  10.0  -
rps18                -          u18                  -               27     300   65539   65275   65559   65273     306    -     3.2e-87  295.8  19.6  -
ycf15                -          u18                  -               28     383    7709    8090    7686    8119     506    +     3.2e-87  294.9  19.6  -
psaC                 -          u18                  -                1     246   32067   31822   32067   31822     246    -     1.2e-86  293.1   6.7  -
atpH                 -          u18                  -                1     246  126887  127132  126887  127132     246    +     1.6e-86  292.5   9.0  -
rps12                -          u18                  -              114     346   13233   13001   13253   12989     372    -     1.7e-86  293.1   2.7  -
accD                 -          u18                  -               10     387   78790   78389   78802   78387    1591    -     3.1e-83  281.0  38.4  -
rps15                -          u18                  -                1     273   38148   37876   38148   37876     273    -     4.2e-82  279.0  33.8  -
pafI                 -          u18                  -              125     355   94599   94829   94579   94837     507    +     2.1e-81  276.1  10.4  -
ycf3                 -          u18                  -              125     356   94599   94830   94579   94838     507    +     7.1e-81  274.5  10.4  -
rps19                -          u18                  -                2     278   47786   48074   47785   48075     279    +     2.4e-80  273.0  25.6  -
accD                 -          u18                  -              675     982   77879   77554   77884   77552    1591    -     7.3e-77  259.9  28.8  -
clpP                 -          u18                  -               66     366   61869   62169   61849   62189     591    +     1.6e-74  253.4   6.0  -
psbH                 -          u18                  -                1     222   57919   57698   57919   57698     222    -       6e-74  251.6  13.5  -
rps16                -          u18                  -               37     266  135869  136098  135865  136099     267    +     3.4e-71  242.8   9.8  -
rpl20                -          u18                  -              112     353   64668   64909   64667   64910     354    +     6.7e-71  241.9  24.1  -
ycf1                 -          u18                  -              667    1016   44528   44161   44531   44159    5864    -     2.2e-64  215.6  24.6  -
rpl33                -          u18                  -                1     200   66924   66725   66924   66724     201    -     4.5e-62  212.7  12.5  -
lhbA                 -          u18                  -                1     189  103284  103096  103284  103096     189    -     4.2e-57  196.4  27.6  -
ycf9                 -          u18                  -                1     189  103284  103096  103284  103096     189    -     6.2e-57  195.8  27.6  -
infA                 -          u18                  -                2     234   52306   52532   52305   52532     234    +     1.2e-56  195.1  10.0  -
psbZ                 -          u18                  -                1     189  103284  103096  103284  103096     189    -     3.6e-56  193.3  27.6  -
psbK                 -          u18                  -                4     186  133956  133774  133965  133774     186    -     9.2e-56  191.6  24.7  -
accD                 -          u18                  -              465     795   78392   78058   78394   78054    1591    -     1.9e-54  185.5  37.7  -
ycf3                 -          u18                  -              352     506   95604   95758   95584   95759     507    +     5.2e-51  175.9   2.9  -
pafI                 -          u18                  -              351     506   95603   95758   95583   95759     507    +     1.1e-50  174.8   2.9  -
atpF                 -          u18                  -                1     145  127742  127886  127742  127907     555    +     9.6e-50  171.4   6.7  -
pbf1                 -          u18                  -                1     131   58056   58186   58056   58187     132    +     4.1e-44  153.3   2.1  -
rpl32                -          u18                  -                1     154   27480   27633   27480   27645     165    +     2.2e-43  151.8  16.5  -
psbN                 -          u18                  -                1     131   58056   58186   58056   58187     132    +     2.9e-43  150.6   2.1  -
rrn5                 -          u18                  -                1     121   22605   22725   22605   22725     121    +     4.2e-42  146.6   0.8  -
psbF                 -          u18                  -                1     120   69936   70055   69936   70055     120    +     6.7e-42  145.9   2.4  -
psaJ                 -          u18                  -                1     135   67587   67453   67587   67453     135    -     5.5e-40  140.2   7.8  -
ycf3                 -          u18                  -                1     128   93708   93835   93708   93855     507    +     1.2e-39  138.4   9.0  -
pafI                 -          u18                  -                1     126   93708   93833   93708   93853     507    +     9.3e-39  135.4   9.1  -
ycf1                 -          u18                  -             1587    1918   43517   43198   43520   43177    5864    -     3.5e-38  128.7  42.4  -
psbJ                 -          u18                  -                1     122   70337   70458   70337   70459     123    +     3.8e-38  134.0   9.7  -
psbL                 -          u18                  -                1     116   70082   70197   70082   70198     117    +     6.4e-38  133.2  10.8  -
petG                 -          u18                  -                1     114   68540   68427   68540   68427     114    -     3.3e-36  127.9   9.2  -
rrn4.5               -          u18                  -                1     103   22277   22379   22277   22379     103    +     7.2e-35  123.3   2.5  -
rpl36                -          u18                  -                1     113   52649   52761   52649   52762     114    +     3.2e-34  121.3   6.4  -
rps12                -          u18                  -                1     114   63760   63873   63760   63886     372    +       8e-34  119.7   1.7  -
clpP                 -          u18                  -              363     582   62827   63046   62808   63055     591    +     5.8e-33  116.2  17.7  -
psbT                 -          u18                  -                1     108   58360   58253   58360   58253     108    -     2.8e-32  115.0   9.4  -
ycf15                -          u18                  -              260     426    8246    8445    8236    8472     506    +     1.6e-31  111.1   1.2  -
psbM                 -          u18                  -                1     105  110119  110223  110119  110223     105    +     1.1e-29  106.7   8.5  -
trnS-UGA             -          u18                  -                1      93  103646  103738  103646  103738      93    +     1.2e-29  106.0   0.5  -
trnY-GUA             -          u18                  -                1      84  108964  109047  108964  109047      84    +     1.6e-28  102.8   1.1  -
petN                 -          u18                  -                1      90  111254  111165  111254  111165      90    -     2.6e-28  101.8   5.6  -
trnS-GGA             -          u18                  -                1      87   92746   92660   92746   92660      87    -     3.2e-28  101.4   2.1  -
trnS-GCU             -          u18                  -                1      87  132907  132993  132907  132994      88    +     3.4e-28  101.4   1.7  -
trnL-CAA             -          u18                  -                1      81    8733    8653    8733    8653      81    -     1.2e-27   99.9   1.2  -
petL                 -          u18                  -                1      96   68813   68718   68813   68718      96    -     1.5e-27   99.8   9.0  -
psbI                 -          u18                  -                1     111  133188  133069  133188  133069     111    -     1.3e-26   96.8   4.0  -
ycf1                 -          u18                  -             5260    5409   45566   45416   45586   45396    5864    -     2.6e-26   89.2  33.0  -
trnL-UAG             -          u18                  -                1      80   28745   28824   28745   28824      80    +     4.4e-26   95.2   1.5  -
trnI-CAU             -          u18                  -                1      74     413     340     413     340      74    -     6.2e-26   94.3   0.3  -
trnH-GUG             -          u18                  -                1      75  141723  141797  141723  141797      75    +       7e-26   94.2   1.4  -
psaI                 -          u18                  -               15     111   75593   75497   75607   75497     111    -     7.3e-26   94.4  11.6  -
trnP-UGG             -          u18                  -                1      74   67952   68025   67952   68025      74    +     1.5e-25   93.1   1.4  -
trnT-UGU             -          u18                  -                1      73   91228   91300   91228   91300      73    +     1.9e-25   92.6   1.0  -
ycf6                 -          u18                  -                2      83  111246  111165  111247  111165      83    -       3e-25   91.9   5.0  -
trnT-GGU             -          u18                  -                1      72  107966  107895  107966  107895      72    -     3.4e-25   92.2   0.5  -
trnD-GUC             -          u18                  -                1      74  109537  109610  109537  109610      74    +     3.5e-25   91.6   3.0  -
trnM-CAU             -          u18                  -                1      73   84146   84074   84146   84074      73    -     4.1e-25   91.6   2.0  -
trnR-ACG             -          u18                  -                1      74   22983   23056   22983   23056      74    +     4.8e-25   91.7   2.9  -
trnW-CCA             -          u18                  -                1      74   68215   68288   68215   68288      74    +     5.3e-25   91.5   0.0  -
trnR-UCU             -          u18                  -                1      72  131040  130969  131040  130969      72    -     5.4e-25   91.3   1.3  -
trnV-GAC             -          u18                  -                2      72   15190   15260   15189   15260      72    +     8.4e-25   90.9   0.6  -
trnG-GCC             -          u18                  -                1      71  101985  101915  101985  101915      71    -     2.6e-24   89.4   0.1  -
trnE-UUC             -          u18                  -                1      73  108832  108904  108832  108904      73    +     4.1e-24   88.4   2.7  -
ycf1                 -          u18                  -             5261    5408   45384   45227   45392   45209    5864    -     5.7e-24   81.5  30.7  -
trnF-GAA             -          u18                  -                1      72   88513   88442   88513   88441      73    -     3.4e-23   86.2   0.5  -
trnN-GUU             -          u18                  -                1      72   23801   23730   23801   23730      72    -     4.3e-23   85.3   1.6  -
pdbZ                 -          u18                  -                1     187  103284  103098  103284  103096     189    -     1.3e-22   83.8  27.6  -
psbD                 -          u18                  -              374     885  140245  140765  140225  140785    1062    +     2.3e-22   79.8  12.8  -
trnI-CAU             -          u18                  -                9      74  142270  142205  142270  142205      74    -     3.8e-22   82.1   0.5  -
trnfM-CAU            -          u18                  -                1      74  101689  101762  101689  101762      74    +     8.9e-22   81.1   0.4  -
trnQ-UUG             -          u18                  -                1      72  134309  134380  134309  134380      72    +       2e-21   79.7   3.7  -
trnC-GCA             -          u18                  -                1      71  112041  111970  112041  111970      71    -     1.2e-20   77.6   2.4  -
psal                 -          u18                  -               17     110   75591   75498   75605   75497     111    -     6.1e-20   75.0  11.2  -
psbA                 -          u18                  -              416     894  105996  105527  106016  105506    1062    -     4.7e-19   68.8  22.3  -
trnP-GGG             -          u18                  -                2      72   67953   68023   67953   68025      74    +       4e-18   69.4   1.6  -
trnS-CGA             -          u18                  -               32      91  131302  131243  131323  131242      92    -     7.7e-17   65.4   2.1  -
trnR-CCG             -          u18                  -                2      74   22984   23056   22983   23056      74    +     1.5e-15   61.0   2.8  -
trnG-UCC             -          u18                  -               21      71  131293  131243  131299  131243      71    -     8.5e-14   55.8   2.9  -
trnL-UAA             -          u18                  -               36      85   88947   88898   88967   88898      85    -     5.9e-13   52.7   0.6  -
trnS-GCU             -          u18                  -                1      88   92746   92660   92746   92660      88    -     7.4e-12   49.1   2.1  -
rps18                -          u18                  -              238     306   65277   65209   65282   65209     306    -     1.7e-11   46.9   6.6  -
trnS-GGA             -          u18                  -                1      86  132907  132993  132907  132994      87    +     1.7e-10   44.7   1.6  -
rps16                -          u18                  -                1      48  134938  134985  134938  135002     267    +       2e-10   43.4   2.5  -
trnK-UUU             -          u18                  -                1      45  137023  137069  137023  137076      72    +     8.6e-10   42.7   0.3  -
trnV-UAC             -          u18                  -                1      40   84341   84380   84341   84396      76    +     9.4e-10   42.5   0.0  -
clpP                 -          u18                  -                1      80   60908   60986   60908   61004     591    +     9.7e-10   39.4   1.7  -
trnV-UAC             -          u18                  -               35      76   84989   85027   84969   85027      76    +     2.2e-09   41.3   0.0  -
trnA-UGC             -          u18                  -                1      38   18339   18376   18339   18396      73    +     2.2e-09   41.1   1.4  -
trnI-GAU             -          u18                  -                1      42   17246   17287   17246   17307      72    +     2.3e-09   41.3   1.1  -
trnP-GGG             -          u18                  -                2      69  101692  101757  101689  101762      74    +     3.6e-09   40.7   0.2  -
trnK-UUU             -          u18                  -               36      72  139579  139615  139568  139615      72    +     5.9e-08   36.8   1.5  -
trnI-GAU             -          u18                  -               36      72   18239   18275   18226   18275      72    +     6.4e-08   36.7   1.0  -
trnM-CAU             -          u18                  -                5      66  107962  107902  107966  107896      73    -     8.2e-08   36.1   0.5  -
trnS-GCU             -          u18                  -                1      87  103646  103737  103646  103738      88    +       9e-08   36.0   0.6  -
pbsA                 -          u18                  -                1      74  140859  140932  140859  140933      75    +     1.1e-07   35.9   2.8  -
trnG-UCC             -          u18                  -                1      70  101985  101916  101985  101915      71    -     1.1e-07   36.2   0.1  -
trnS-UGA             -          u18                  -                1      92  132907  132993  132907  132994      93    +     1.8e-07   35.0   1.5  -
trnL-UAA             -          u18                  -                1      37   89528   89492   89528   89476      85    -       2e-07   35.0   2.6  -
trnA-UGC             -          u18                  -               39      73   19172   19206   19152   19206      73    +       2e-07   34.9   2.0  -
trnT-GGU             -          u18                  -                6      65   84141   84081   84146   84075      72    -     4.9e-07   34.0   1.6  -
trnS-UGA             -          u18                  -                1      92   92746   92661   92746   92660      93    -     1.1e-06   32.4   1.9  -
trnT-UGU             -          u18                  -                1      71  107966  107897  107966  107895      73    -     1.2e-06   32.3   0.5  -
trnM-CAU             -          u18                  -                3      68   91230   91295   91228   91299      73    +     2.6e-06   31.3   0.6  -
pbsH                 -          u18                  -                1      89   57919   57831   57919   57830      90    -     2.8e-06   31.9   3.2  -
trnR-UCG             -          u18                  -                7      70   22989   23049   22984   23056      77    +     3.1e-06   31.1   1.5  -
trnT-UGU             -          u18                  -                3      70   84144   84077   84146   84075      73    -       4e-06   30.7   1.8  -
trnT-GGU             -          u18                  -                1      66   91228   91294   91228   91300      72    +     6.1e-06   30.5   0.7  -
trnS-CGA             -          u18                  -                1      46  132054  132009  132054  131986      92    -     1.7e-05   29.0   3.9  -
trnS-CGA             -          u18                  -                2      90  101985  101916  101986  101914      92    -     2.4e-05   28.5   0.1  -
trnA-UGC             -          u18                  -                1      71   15189   15258   15189   15260      73    +     4.4e-05   27.4   0.8  -
trnA-UGC             -          u18                  -                8      65   91235   91292   91223   91306      73    +     4.7e-05   27.3   0.8  -
trnC-GCA             -          u18                  -                4      68   88510   88444   88517   88441      71    -     6.8e-05   27.1   0.2  -
trnS-GGA             -          u18                  -                1      86  103646  103737  103646  103738      87    +     6.9e-05   26.7   0.7  -
trnK-UUU             -          u18                  -                8      61   23794   23741   23804   23738      72    -     9.8e-05   26.5   1.5  -
ycf12                -          u18                  -                3     143   99155   99337   99153   99338     144    +     0.00011   23.8   9.9  -
trnfM-CAU            -          u18                  -                7      69   67958   68020   67953   68025      74    +     0.00012   26.2   0.8  -
ndhF                 -          u18                  -              714    1048   31025   30676   31046   30656    2235    -     0.00018   18.8  11.3  -
trnA-UGC             -          u18                  -                8      65  107959  107903  107962  107894      73    -     0.00039   24.3   0.8  -
trnT-GGU             -          u18                  -                7      64   15195   15252   15193   15255      72    +      0.0004   24.6   0.5  -
trnV-GAC             -          u18                  -                8      64  107959  107903  107962  107900      72    -     0.00045   24.5   1.1  -
trnA-UGC             -          u18                  -                3      62  109539  109599  109537  109609      73    +      0.0005   24.0   1.9  -
trnG-GCC             -          u18                  -               34      70  131280  131244  131297  131243      71    -     0.00058   24.2   1.5  -
trnR-CCG             -          u18                  -                4      64  101705  101752  101690  101760      74    +      0.0011   23.0   0.0  -
trnF-GAA             -          u18                  -               18      65  112025  111978  112041  111967      73    -      0.0065   21.2   0.7  -
trnI-GAU             -          u18                  -                4      61  107963  107906  107966  107895      72    -      0.0073   20.5   0.5  -
trnP-UGG             -          u18                  -                5      66  101695  101754  101691  101760      74    +        0.02   19.0   0.1  -
trnV-UAC             -          u18                  -                8      73   91235   91296   91215   91298      76    +       0.021   18.9   0.7  -
trnW-CCA             -          u18                  -                8      63  101696  101751  101689  101756      74    +       0.027   18.7   0.1  -
trnL-UAA             -          u18                  -                3      84  103648  103737  103646  103738      85    +       0.032   18.4   0.3  -
trnP-GGG             -          u18                  -                4      70   68021   67957   68024   67953      74    -       0.057   17.6   1.5  -
accD                 -          u18                  -              936     983   77552   77502   77559   77489    1591    -       0.062   11.5   2.4  -
accD                 -          u18                  -              678     788   78092   77995   78101   77983    1591    -       0.066   11.4  16.9  -
rpl20                -          u18                  -                1      37   64632   64668   64632   64674     354    +        0.07   14.8   6.3  -
trnA-UGC             -          u18                  -                7      68   88507   88446   88512   88442      73    -       0.087   16.8   0.2  -
trnN-GUU             -          u18                  -                6      41   17251   17286   17249   17303      72    +       0.091   17.0   0.7  -
trnL-UAA             -          u18                  -                8      75    8726    8663    8730    8657      85    -         0.1   16.7   1.2  -
trnL-UAG             -          u18                  -                8      69    8726    8664    8733    8654      80    -        0.12   16.9   1.4  -
trnM-CAU             -          u18                  -                8      58   15196   15245   15192   15265      73    +        0.14   16.2   0.0  -
trnL-CAA             -          u18                  -                8      70   28752   28813   28745   28824      81    +        0.17   16.1   0.8  -
trnR-CCG             -          u18                  -                5      63   23797   23741   23799   23734      74    -        0.19   15.8   1.4  -
trnQ-UUG             -          u18                  -                5      67  141728  141792  141722  141799      72    +        0.19   15.7   0.8  -
trnR-UCU             -          u18                  -               18      64   68233   68280   68213   68287      72    +        0.21   15.7   0.1  -
trnP-GGG             -          u18                  -               35      71  101954  101918  101962  101917      74    -        0.21   15.8   0.4  -
trnR-UCG             -          u18                  -                3      69  103663  103730  103654  103737      77    +        0.25   15.4   0.0  -
trnR-CCG             -          u18                  -                6      67   67957   68018   67952   68027      74    +        0.25   15.4   1.1  -
trnG-UCC             -          u18                  -                1      23  132053  132031  132053  132017      71    -        0.28   15.7   3.8  -
