# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXdrcdE9/tmpXXXXINYpUa.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_mito.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXdrcdE9/tmpXXXXKyAIa7.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_mito.fam results/organelles/tmp_XXXXdrcdE9/tmpXXXXINYpUa.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurGra_Simpur
# Date:            Wed Apr  8 00:07:33 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
nad2                 -          u18                  -              839    1373   10123    9577   10129    9556    1613    -     9.8e-07   25.9  28.1  -
trnC-GCA             -          u18                  -                6      75   88515   88446   88519   88441     120    -     1.1e-06   31.0   0.7  -
trnR-UCU             -          u18                  -                6      68   91233   91294   91228   91309      74    +     1.1e-06   31.7   0.6  -
trnA-UGC             -          u18                  -               10      82   15187   15258   15178   15264      88    +     1.3e-06   30.6   1.1  -
trnK-UUU             -          u18                  -                8      67   23794   23736   23795   23732      73    -     2.8e-06   30.3   1.6  -
trnC-GCA             -          u18                  -                8      79  132907  132993  132902  132993     120    +     4.1e-06   29.1   0.7  -
trnS-UGA             -          u18                  -                2      86  132908  132993  132907  132994      87    +     4.1e-06   30.1   1.4  -
trnS-GCU             -          u18                  -               17     109   92750   92659   92766   92655     122    -     4.2e-06   28.7   1.8  -
trnY-GUA             -          u18                  -                3      77  132908  132988  132906  132994      83    +     5.3e-06   29.7   1.5  -
trnA-UGC             -          u18                  -               13      82  109537  109608  109526  109614      88    +     6.1e-06   28.4   2.4  -
trnS-UGA             -          u18                  -                2      87   92745   92660   92746   92660      87    -     7.5e-06   29.3   2.1  -
trnA-UGC             -          u18                  -               11      82   67951   68023   67942   68029      88    +     9.6e-06   27.8   1.0  -
trnR-UCG             -          u18                  -                1      73  131040  130970  131040  130969      74    -       1e-05   28.7   1.4  -
rps3                 -          u18                  -             1559    1732   49108   49280   49086   49300    2146    +     2.2e-05   20.7  11.7  -
trnR-UCG             -          u18                  -                8      67   67959   68018   67953   68023      74    +     2.4e-05   27.5   1.5  -
trnM-CAU             -          u18                  -               21      77     400     341     408     331      88    -     2.8e-05   27.2   0.3  -
trnM-CAU             -          u18                  -               23      77  142263  142206  142269  142195      88    -     3.3e-05   26.9   0.2  -
trnR-UCU             -          u18                  -                6      72   84141   84076   84145   84074      74    -     3.8e-05   26.8   2.0  -
rrn5                 -          u18                  -               11     120   22606   22726   22602   22733     126    +     4.9e-05   25.7   0.8  -
trnS-CGA             -          u18                  -                7      71   91234   91299   91229   91300      72    +     5.7e-05   26.0   0.9  -
trnK-UUU             -          u18                  -                5      71   67956   68023   67952   68025      73    +     8.9e-05   25.5   1.2  -
trnR-UCG             -          u18                  -                7      67  101695  101755  101691  101758      74    +     9.9e-05   25.5   0.1  -
trnG-UCC             -          u18                  -               29      70  131285  131244  131306  131243      71    -     0.00012   25.5   1.9  -
trnR-UCG             -          u18                  -               14      68  134322  134374  134313  134380      74    +     0.00012   25.3   1.3  -
trnH-GUG             -          u18                  -                4      65  132910  132985  132909  132991      74    +     0.00013   24.8   0.1  -
trnT-GGU             -          u18                  -                7      65   15195   15253   15192   15256      72    +     0.00014   24.9   0.6  -
trnR-UCG             -          u18                  -                7      67   23795   23737   23799   23730      74    -     0.00016   24.9   1.5  -
trnR-UCU             -          u18                  -                5      72   23797   23732   23800   23730      74    -     0.00019   24.5   1.6  -
trnR-UCU             -          u18                  -                1      73     413     341     413     340      74    -      0.0002   24.4   0.3  -
trnV-GAC             -          u18                  -                8      64  107959  107903  107962  107900      72    -     0.00026   24.5   1.1  -
trnM-CAU             -          u18                  -               14      81   68222   68289   68219   68295      88    +     0.00026   24.0   0.0  -
trnG-GCC             -          u18                  -                1      71  101985  101916  101985  101915      72    -     0.00029   23.9   0.1  -
trnL-UAA             -          u18                  -               20      79  108983  109046  108975  109047      80    +     0.00044   23.4   0.3  -
trnL-UAA             -          u18                  -                8      79   88506   88442   88509   88441      80    -     0.00046   23.3   0.1  -
trnT-UGU             -          u18                  -                6      65   84141   84081   84146   84074      72    -     0.00062   22.9   1.5  -
trnL-CAA             -          u18                  -                6      71   28750   28814   28745   28817      81    +     0.00065   23.2   0.9  -
trnH-GUG             -          u18                  -                7      68  134315  134374  134311  134377      74    +     0.00068   22.5   2.7  -
trnA-UGC             -          u18                  -               21      77  107957  107902  107961  107895      88    -     0.00079   21.7   1.0  -
trnM-CAU             -          u18                  -               26      75   84140   84078   84156   84073      88    -      0.0008   22.5   1.3  -
trnH-GUG             -          u18                  -                1      74  101985  101915  101985  101915      74    -     0.00086   22.2   0.1  -
trnA-UGC             -          u18                  -               19      78   91235   91294   91232   91305      88    +     0.00096   21.4   0.8  -
trnA-UGC             -          u18                  -               18      79   88507   88446   88522   88439      88    -       0.001   21.3   0.3  -
trnG-GCC             -          u18                  -                8      63  109544  109601  109539  109609      72    +      0.0015   21.6   2.3  -
trnL-UAA             -          u18                  -                3      37   89526   89492   89528   89491      80    -      0.0017   21.5   2.1  -
trnS-GGA             -          u18                  -                1      86  103646  103737  103646  103738      87    +      0.0019   21.1   0.7  -
trnV-UAC             -          u18                  -                4      66   84143   84081   84144   84072      73    -      0.0021   21.3   2.0  -
trnI-CAU             -          u18                  -                8      70   84139   84078   84145   84074      74    -      0.0022   21.1   2.3  -
trnQ-UUG             -          u18                  -                6      62  141729  141787  141722  141796      72    +      0.0023   21.3   0.6  -
trnA-UGC             -          u18                  -               50      85   19172   19207   19152   19210      88    +      0.0023   20.1   1.5  -
trnR-UCU             -          u18                  -               18      67  101693  101755  101673  101757      74    +      0.0024   21.0   0.0  -
trnL-UAG             -          u18                  -               13      75    8722    8663    8736    8657      85    -      0.0024   21.2   1.1  -
trnL-UAA             -          u18                  -                9      74    8725    8659    8732    8653      80    -      0.0025   21.0   1.1  -
trnD-GUC             -          u18                  -                6      78  141722  141794  141719  141797      81    +      0.0029   20.7   1.4  -
trnV-UAC             -          u18                  -                8      38   84348   84379   84342   84399      73    +       0.003   20.8   0.0  -
trnR-UCU             -          u18                  -                5      73  107962  107896  107981  107895      74    -      0.0031   20.6   0.8  -
trnK-UUU             -          u18                  -                6      65   68220   68280   68215   68285      73    +      0.0032   20.5   0.1  -
trnY-GUA             -          u18                  -                3      75   92745   92668   92747   92660      83    -       0.004   20.5   1.8  -
trnW-CCA             -          u18                  -                8      63  101696  101751  101690  101755      74    +      0.0041   20.5   0.2  -
trnA-UGC             -          u18                  -                8      78  101989  101921  101996  101912      88    -      0.0055   19.0   0.5  -
trnfM-CAU            -          u18                  -               15      66     399     348     402     346      74    -      0.0059   19.7   1.0  -
trnfM-CAU            -          u18                  -               15      66  142264  142213  142267  142211      74    -      0.0059   19.7   1.0  -
trnL-UAA             -          u18                  -               36      79   88947   88899   88964   88898      80    -      0.0069   19.5   0.6  -
trnT-UGU             -          u18                  -                2      68   23800   23734   23801   23732      72    -      0.0071   19.6   1.5  -
trnL-UAG             -          u18                  -               41      82   88942   88901   88962   88898      85    -      0.0083   19.5   0.2  -
trnS-CGA             -          u18                  -                6      66   23796   23736   23800   23732      72    -      0.0095   18.9   0.9  -
trnR-UCG             -          u18                  -                1      73     413     341     413     340      74    -       0.011   19.0   0.4  -
trnH-GUG             -          u18                  -               15      62  141787  141740  141802  141735      74    -       0.012   18.5   0.2  -
trnR-UCU             -          u18                  -               17      73  142263  142206  142269  142205      74    -       0.012   18.7   0.5  -
trnD-GUC             -          u18                  -               41      78  101954  101918  101977  101915      81    -       0.013   18.7   0.1  -
trnE-UUC             -          u18                  -               25      63  101962  101924  101981  101917      72    -       0.015   18.8   0.0  -
trnV-UAC             -          u18                  -                7      66   91234   91293   91232   91297      73    +       0.016   18.5   1.1  -
trnR-UCG             -          u18                  -                5      63   91232   91289   91228   91296      74    +       0.017   18.4   0.7  -
trnT-GGU             -          u18                  -                6      71   88508   88442   88513   88441      72    -       0.017   18.2   0.1  -
trnL-UAA             -          u18                  -               15      80  131027  130969  131039  130969      80    -       0.018   18.2   1.7  -
trnP-UGG             -          u18                  -               23      87  101692  101756  101680  101777     111    +        0.02   17.2   0.0  -
trnD-GUC             -          u18                  -                5      77   15186   15256   15182   15259      81    +       0.021   18.0   1.9  -
trnK-UUU             -          u18                  -               17      69  134324  134376  134322  134379      73    +       0.022   17.9   1.2  -
trnC-GCA             -          u18                  -               11      73  141727  141790  141721  141795     120    +       0.023   17.0   1.0  -
trnM-CAU             -          u18                  -               10      86  109538  109616  109530  109618      88    +       0.023   17.8   2.8  -
trnE-UUC             -          u18                  -                3      62  108834  108894  108832  108908      72    +       0.027   18.0   1.7  -
trnA-UGC             -          u18                  -               19      78   84139   84080   84143   84067      88    -       0.028   16.7   1.9  -
trnL-CAA             -          u18                  -               17      75  101707  101756  101686  101761      81    +       0.028   18.0   0.0  -
trnS-CGA             -          u18                  -               23      69  131293  131246  131313  131243      72    -       0.031   17.3   2.4  -
trnR-UCG             -          u18                  -                4      71  109540  109607  109537  109610      74    +       0.037   17.3   2.5  -
trnR-ACG             -          u18                  -                3      59  109539  109595  109537  109609      74    +       0.038   17.2   1.4  -
trnF-GAA             -          u18                  -                8      64   22989   23045   22981   23056      76    +       0.047   16.8   1.6  -
trnF-GAA             -          u18                  -               20      66  112024  111979  112041  111969      76    -       0.049   16.7   0.2  -
trnA-UGC             -          u18                  -               13      54   84342   84384   84330   84401      88    +       0.056   15.7   0.0  -
trnR-UCG             -          u18                  -                6      30   84346   84370   84342   84375      74    +       0.057   16.7   0.0  -
trnK-UUU             -          u18                  -               18      66  101693  101755  101690  101758      73    +       0.062   16.4   0.2  -
trnC-GCA             -          u18                  -                7      87   92747   92654   92752   92633     120    -       0.063   15.5   0.7  -
trnA-UGC             -          u18                  -               19      73   68222   68277   68219   68297      88    +       0.064   15.5   0.0  -
trnN-GUU             -          u18                  -                6      40   17251   17285   17248   17302      72    +       0.065   16.5   0.4  -
trnT-GGU             -          u18                  -                4      70     410     342     413     340      72    -       0.066   16.3   0.2  -
trnN-GUU             -          u18                  -                8      64   68222   68280   68218   68288      72    +       0.077   16.3   0.1  -
trnK-UUU             -          u18                  -               40      71  101948  101917  101962  101915      73    -       0.085   16.0   0.7  -
trnG-GCC             -          u18                  -                9      61  107958  107906  107961  107892      72    -       0.088   15.9   0.5  -
trnV-UAC             -          u18                  -               34      64   84988   85018   84969   85027      73    +       0.089   16.1   0.0  -
trnW-CCA             -          u18                  -               19      67  131023  130976  131039  130970      74    -       0.096   16.1   1.4  -
trnT-GGU             -          u18                  -                6      38   17251   17284   17248   17301      72    +       0.097   15.8   0.2  -
trnI-GAU             -          u18                  -               39      87   18223   18274   18202   18275      88    +         0.1   15.9   1.6  -
trnY-GUA             -          u18                  -                3      79  103647  103735  103646  103738      83    +         0.1   16.0   0.7  -
trnV-UAC             -          u18                  -                3      69   15191   15254   15189   15260      73    +        0.11   15.8   0.8  -
trnR-UCG             -          u18                  -               16      73  142263  142206  142269  142205      74    -        0.11   15.7   0.6  -
trnL-CAA             -          u18                  -                2      80   91229   91299   91228   91300      81    +        0.12   16.0   0.8  -
trnL-UAA             -          u18                  -               50      79  107925  107896  107937  107895      80    -        0.13   15.4   0.3  -
trnD-GUC             -          u18                  -                6      41   18337   18371   18332   18395      81    +        0.14   15.4   2.0  -
trnK-UUU             -          u18                  -                7      32   88507   88482   88513   88481      73    -        0.14   15.3   1.9  -
trnM-CAU             -          u18                  -                7      82   67952   68027   67946   68032      88    +        0.14   15.3   0.2  -
rrn18                -          u18                  -              906     990   16371   16286   16392   16266    2142    -        0.15    5.6   1.9  -
trnV-UAC             -          u18                  -                3      36   18341   18374   18339   18385      73    +        0.17   15.2   0.8  -
trnK-UUU             -          u18                  -               38      73  139580  139615  139560  139615      73    +        0.19   14.9   0.7  -
trnS-CGA             -          u18                  -                8      63   84139   84083   84141   84080      72    -        0.19   14.7   1.1  -
trnS-CGA             -          u18                  -                7      65  101979  101922  101980  101920      72    -        0.19   14.7   0.0  -
trnM-CAU             -          u18                  -               26      72   23784   23738   23796   23731      88    -         0.2   14.8   1.1  -
trnK-UUU             -          u18                  -                2      25   18340   18363   18339   18383      73    +        0.22   14.6   1.0  -
trnR-ACG             -          u18                  -               21      66  103690  103730  103669  103739      74    +        0.23   14.8   0.0  -
trnL-CAA             -          u18                  -               32      77  131008  130973  131027  130969      81    -        0.23   15.0   1.2  -
trnK-UUU             -          u18                  -                1      38  137023  137059  137023  137069      73    +        0.26   14.4   0.5  -
trnM-CAU             -          u18                  -               24      74   91244   91294   91224   91301      88    +        0.27   14.4   1.0  -
trnV-UAC             -          u18                  -                7      65  107960  107903  107963  107899      73    -        0.27   14.6   0.9  -
trnT-UGU             -          u18                  -               36      69  107931  107898  107951  107895      72    -        0.27   14.5   0.7  -
trnF-GAA             -          u18                  -                8      66   91234   91291   91227   91303      76    +        0.27   14.3   0.7  -
trnR-UCG             -          u18                  -                7      62   88507   88453   88510   88443      74    -        0.28   14.5   0.1  -
trnS-GCU             -          u18                  -               82     106  101736  101760  101715  101773     122    +        0.31   13.0   0.2  -
trnH-GUG             -          u18                  -                4      70   88510   88445   88513   88441      74    -        0.31   14.0   0.3  -
trnI-GAU             -          u18                  -                8      43   23794   23759   23798   23739      88    -        0.32   14.3   1.5  -
trnS-GCU             -          u18                  -               24      93  141727  141782  141716  141793     122    +        0.32   12.9   0.6  -
trnM-CAU             -          u18                  -                6      71   88514   88450   88519   88436      88    -        0.32   14.1   0.7  -
trnM-CAU             -          u18                  -               26      71  107960  107904  107980  107896      88    -        0.33   14.1   0.7  -
trnR-UCU             -          u18                  -               30      65  131286  131252  131290  131244      74    -        0.34   14.1   0.6  -
trnM-CAU             -          u18                  -               19      71    8722    8662    8733    8656      88    -        0.34   14.0   0.8  -
trnL-CAA             -          u18                  -               17      75   68233   68282   68218   68286      81    +        0.36   14.4   0.1  -
trnT-GGU             -          u18                  -               11      70  142268  142207  142270  142205      72    -        0.38   13.9   0.3  -
trnV-GAC             -          u18                  -               28      70   19165   19204   19147   19206      72    +        0.39   14.3   3.0  -
trnR-UCG             -          u18                  -               34      67  103695  103731  103675  103737      74    +         0.4   14.0   0.1  -
trnL-UAA             -          u18                  -               51      76   84103   84078   84117   84074      80    -        0.43   13.8   1.0  -
trnE-UUC             -          u18                  -               11      67  109548  109605  109542  109616      72    +        0.44   14.1   2.5  -
trnR-UCG             -          u18                  -                4      63  107963  107906  107966  107896      74    -        0.44   13.8   0.4  -
trnS-CGA             -          u18                  -                8      70  107959  107897  107962  107895      72    -        0.44   13.6   0.9  -
trnR-UCU             -          u18                  -                8      63   22990   23045   22985   23046      74    +        0.46   13.7   1.7  -
trnN-GUU             -          u18                  -                9      67     405     345     412     341      72    -        0.46   13.8   0.4  -
trnR-UCU             -          u18                  -               45      66   67996   68017   67975   68020      74    +        0.46   13.7   0.0  -
trnT-UGU             -          u18                  -               44      66  101943  101921  101958  101919      72    -        0.46   13.7   0.6  -
trnI-CAU             -          u18                  -               22      65  101710  101753  101702  101759      74    +        0.48   13.6   0.0  -
trnS-CGA             -          u18                  -               36      64   68250   68280   68228   68283      72    +        0.48   13.4   0.3  -
trnR-UCU             -          u18                  -                8      67  109544  109603  109540  109608      74    +        0.49   13.6   1.7  -
trnV-GAC             -          u18                  -                8      57   84139   84089   84144   84079      72    -         0.5   14.0   1.5  -
trnI-CAU             -          u18                  -               49      72   68262   68286   68242   68288      74    +        0.52   13.5   0.1  -
trnfM-CAU            -          u18                  -                7      66  109543  109602  109541  109604      74    +        0.55   13.4   2.0  -
trnI-CAU             -          u18                  -               50      69   23754   23735   23776   23732      74    -        0.55   13.4   0.5  -
trnG-GCC             -          u18                  -               47      69   88923   88901   88928   88899      72    -        0.57   13.3   0.5  -
trnW-CCA             -          u18                  -                8      66   23794   23738   23801   23732      74    -        0.63   13.5   1.0  -
trnfM-CAU            -          u18                  -               18      73   91244   91299   91234   91300      74    +        0.63   13.2   1.0  -
trnH-GUG             -          u18                  -                8      65     406     349     408     344      74    -        0.69   12.9   0.4  -
trnT-GGU             -          u18                  -               38      63   18241   18266   18221   18273      72    +        0.72   13.0   1.2  -
trnR-UCG             -          u18                  -                6      63   84141   84085   84144   84076      74    -        0.76   13.1   1.9  -
trnT-GGU             -          u18                  -               36      62   84991   85017   84983   85022      72    +        0.78   12.9   0.0  -
trnI-CAU             -          u18                  -               49      74  130994  130969  131003  130969      74    -        0.84   12.8   0.7  -
trnC-GCA             -          u18                  -               10      70  134311  134370  134309  134378     120    +        0.86   11.9   3.1  -
trnV-UAC             -          u18                  -                8      61   88506   88453   88520   88445      73    -        0.88   12.9   0.3  -
trnT-GGU             -          u18                  -               45      65   68261   68281   68239   68286      72    +        0.92   12.6   0.0  -
