# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
trnG-UCC             -          u6                   -                1      70   40283   40352   40283   40353      71    +     7.5e-08   36.2   0.1  -
trnS-UGA             -          u6                   -                1      92    9541    9455    9541    9454      93    -     1.2e-07   35.0   1.5  -
trnL-UAA             -          u6                   -                1      37   53078   53114   53078   53130      85    +     1.3e-07   35.0   2.6  -
trnK-UUU             -          u6                   -               36      72    2975    2939    2986    2939      72    -     1.7e-07   34.8   0.9  -
trnT-GGU             -          u6                   -                6      65   58915   58975   58910   58981      72    +     3.3e-07   34.0   1.6  -
trnS-UGA             -          u6                   -                1      92   49366   49451   49366   49452      93    +     7.7e-07   32.4   1.9  -
trnT-UGU             -          u6                   -                1      71   34545   34614   34545   34616      73    +     8.2e-07   32.3   0.5  -
trnM-CAU             -          u6                   -                3      68   50886   50821   50888   50817      73    -     1.8e-06   31.3   0.6  -
trnT-UGU             -          u6                   -                3      70   58912   58979   58910   58981      73    +     2.7e-06   30.7   1.8  -
accD                 -          u6                   -              138     190   64560   64612   64558   64614    1591    +     3.2e-06   25.1   1.0  -
trnT-GGU             -          u6                   -                1      66   50888   50822   50888   50816      72    -     4.1e-06   30.5   0.7  -
trnS-CGA             -          u6                   -                1      46   10438   10483   10438   10506      92    +     1.1e-05   29.0   3.9  -
pbsH                 -          u6                   -                1      89   84346   84434   84346   84435      90    +     1.5e-05   29.0   2.6  -
trnS-CGA             -          u6                   -                2      90   40283   40352   40282   40354      92    +     1.6e-05   28.5   0.1  -
trnA-UGC             -          u6                   -                8      65   50881   50824   50893   50810      73    -     3.2e-05   27.3   0.8  -
trnC-GCA             -          u6                   -                4      68   54126   54192   54119   54195      71    +     4.6e-05   27.1   0.2  -
trnS-GGA             -          u6                   -                1      86   38925   38834   38925   38833      87    -     4.7e-05   26.7   0.7  -
ycf12                -          u6                   -                3     143   43107   42925   43109   42924     144    -     7.3e-05   23.8   9.9  -
trnfM-CAU            -          u6                   -                7      69   75156   75094   75161   75089      74    -     8.3e-05   26.2   0.8  -
trnA-UGC             -          u6                   -                8      65   34552   34608   34549   34617      73    +     0.00026   24.3   0.8  -
trnV-GAC             -          u6                   -                8      64   34552   34608   34549   34611      72    +      0.0003   24.5   1.1  -
trnA-UGC             -          u6                   -                3      62   32905   32845   32907   32835      73    -     0.00034   24.0   1.9  -
trnG-GCC             -          u6                   -               34      70   11213   11249   11196   11250      71    +     0.00039   24.2   1.5  -
trnR-CCG             -          u6                   -                4      64   40557   40510   40569   40502      74    -     0.00085   22.8   0.0  -
trnF-GAA             -          u6                   -               18      65   30425   30472   30409   30483      73    +      0.0044   21.2   0.7  -
trnI-GAU             -          u6                   -                4      61   34548   34605   34545   34616      72    +      0.0049   20.5   0.5  -
trnV-UAC             -          u6                   -                8      73   50881   50820   50885   50818      76    -       0.016   18.8   0.7  -
trnL-UAA             -          u6                   -                3      84   38923   38834   38925   38833      85    -       0.021   18.4   0.3  -
trnP-GGG             -          u6                   -                4      70   75093   75157   75090   75161      74    +       0.038   17.6   1.5  -
trnA-UGC             -          u6                   -                7      68   54129   54190   54124   54194      73    +       0.059   16.8   0.2  -
trnP-UGG             -          u6                   -                8      66   40566   40508   40571   40502      74    -       0.088   16.4   0.3  -
rpl20                -          u6                   -                1      37   78440   78404   78440   78398     354    -       0.089   13.9   4.9  -
trnW-CCA             -          u6                   -                9      63   40565   40511   40573   40506      74    -       0.092   16.4   0.3  -
trnQ-UUG             -          u6                   -                5      67     767     703     773     696      72    -        0.13   15.7   0.8  -
trnR-UCU             -          u6                   -               18      64   74881   74834   74901   74827      72    -        0.14   15.7   0.1  -
trnP-GGG             -          u6                   -               35      71   40314   40350   40306   40351      74    +        0.14   15.8   0.4  -
trnR-UCG             -          u6                   -                3      69   38908   38841   38917   38834      77    -        0.17   15.4   0.0  -
trnR-CCG             -          u6                   -                6      67   75157   75096   75162   75087      74    -        0.17   15.4   1.1  -
trnG-UCC             -          u6                   -                1      23   10439   10461   10439   10475      71    +        0.19   15.7   3.8  -
trnR-CCG             -          u6                   -               32      66   38877   38841   38900   38833      74    -        0.19   15.2   0.0  -
trnR-ACG             -          u6                   -               39      66   38863   38841   38886   38833      74    -        0.19   15.5   0.0  -
trnA-UGC             -          u6                   -                2      37   58714   58678   58715   58657      73    -         0.2   15.1   0.2  -
trnW-CCA             -          u6                   -               19      66   11478   11524   11462   11531      74    +        0.22   15.2   1.4  -
trnA-UGC             -          u6                   -                8      62   58917   58971   58913   58977      73    +         0.3   14.5   1.7  -
ycf12                -          u6                   -               42      74   45521   45553   45517   45557     144    +        0.36   11.8   2.6  -
trnR-UCG             -          u6                   -               51      69    9480    9462    9500    9450      77    -        0.39   14.3   0.4  -
trnR-UCG             -          u6                   -               51      69   49426   49444   49408   49452      77    +        0.39   14.3   0.1  -
trnP-UGG             -          u6                   -                8      64   74892   74836   74896   74821      74    -        0.42   14.2   0.1  -
trnR-CCG             -          u6                   -               10      66    9532    9462    9541    9454      74    -        0.48   13.9   0.6  -
trnV-GAC             -          u6                   -                8      57   58917   58967   58912   58987      72    +        0.55   14.0   1.5  -
trnfM-CAU            -          u6                   -                9      64   74891   74836   74894   74819      74    -         0.6   13.8   0.1  -
trnP-GGG             -          u6                   -               13      64   74887   74836   74894   74834      74    -        0.66   13.7   0.2  -
trnC-GCA             -          u6                   -                4      51    8215    8147    8217    8137      71    -        0.67   13.7   2.0  -
trnC-GCA             -          u6                   -                7      62   33477   33409   33482   33403      71    -        0.69   13.7   0.6  -
trnN-GUU             -          u6                   -                8      64   74892   74834   74896   74828      72    -        0.82   13.4   0.1  -
trnfM-CAU            -          u6                   -                3      66   54125   54187   54123   54195      74    +        0.84   13.3   0.2  -
psb30                -          u6                   -               10      72   45588   45653   45581   45664     107    +        0.92   12.3   1.5  -
trnH-GUG             -          u6                   -                8      71    8212    8151    8217    8149      75    -         1.2   12.8   2.7  -
trnD-GUC             -          u6                   -               30      66   40310   40345   40289   40354      74    +         1.3   12.3   0.0  -
trnA-UGC             -          u6                   -                2      72   38924   38834   38925   38833      73    -         1.7   12.2   0.5  -
trnC-GCA             -          u6                   -                5      44    9537    9496    9541    9475      71    -         1.8   12.4   2.4  -
trnS-GCU             -          u6                   -                3      48   30411   30454   30409   30473      88    +         1.8   12.0   1.9  -
trnY-GUA             -          u6                   -                7      74   30415   30470   30409   30479      84    +         1.9   12.3   1.1  -
trnF-GAA             -          u6                   -                3      69   40571   40504   40572   40501      73    -         2.1   12.6   0.4  -
trnR-UCU             -          u6                   -               49      72     372     395     352     395      72    +         2.2   11.9   0.5  -
trnI-CAU             -          u6                   -               51      74   11509   11532   11489   11532      74    +         2.2   11.9   0.5  -
trnE-UUC             -          u6                   -                7      65   40289   40345   40286   40358      73    +         2.2   11.8   0.1  -
trnH-GUG             -          u6                   -               11      67   30418   30472   30409   30479      75    +         2.2   11.9   1.1  -
trnR-CCG             -          u6                   -                8      63   74892   74837   74899   74829      74    -         2.6   11.6   0.1  -
trnT-UGU             -          u6                   -               19      66    3624    3573    3634    3571      73    -         2.8   11.4   0.0  -
trnW-CCA             -          u6                   -               43      68     364     389     349     393      74    +           3   11.6   0.7  -
trnI-CAU             -          u6                   -               47      68   74853   74832   74866   74827      74    -         3.3   11.3   0.3  -
trnN-GUU             -          u6                   -               10      66     331     389     322     393      72    +         3.5   11.4   0.3  -
trnS-GGA             -          u6                   -                6      81   33478   33406   33483   33401      87    -         3.6   11.0   0.6  -
trnR-UCG             -          u6                   -               16      68   53675   53725   53663   53738      77    +         3.7   11.1   0.9  -
trnP-GGG             -          u6                   -               49      71     723     701     726     700      74    -         3.9   11.2   2.2  -
trnD-GUC             -          u6                   -               17      61   34560   34603   34540   34611      74    +         4.2   10.7   0.7  -
trnL-UAA             -          u6                   -                3      84    9539    9455    9541    9454      85    -         4.3   11.0   1.4  -
trnW-CCA             -          u6                   -                8      64   75155   75099   75158   75095      74    -         4.5   11.0   0.8  -
trnH-GUG             -          u6                   -               10      65    9533    9464    9541    9455      75    -         4.7   10.9   1.2  -
trnR-CCG             -          u6                   -                6      67     766     705     771     696      74    -         4.7   10.8   0.4  -
trnR-CCG             -          u6                   -                8      63   58917   58971   58915   58974      74    +           5   10.7   1.5  -
trnR-CCG             -          u6                   -                8      63   34552   34605   34548   34610      74    +         5.1   10.7   0.7  -
trnS-GCU             -          u6                   -                6      82   33478   33406   33483   33400      88    -         5.2   10.5   0.6  -
trnW-CCA             -          u6                   -                8      62   54130   54183   54127   54188      74    +         5.6   10.7   0.3  -
trnT-UGU             -          u6                   -               36      69   58075   58041   58095   58040      73    -         5.8   10.4   0.0  -
trnI-GAU             -          u6                   -                7      62   58916   58972   58912   58980      72    +         6.1   10.6   1.4  -
trnG-GCC             -          u6                   -               32      63   32874   32842   32895   32835      71    -         6.2   10.7   2.6  -
trnR-ACG             -          u6                   -               46      66    9482    9462    9503    9454      74    -         9.9   10.0   0.5  -
#
# Program:         nhmmscan
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SCAN
# Query file:      results/organelles/tmp_XXXXUPvmGw/tmpXXXXAMfdkv.fa
# Target file:     /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam
# Option settings: nhmmscan -o /dev/null --tblout results/organelles/tmp_XXXXUPvmGw/tmpXXXXJ4xXWt.out --noali --cpu 1 /home/proj_202504p2_BD-MED/abner/tools/OatkDB-1.0/v20230921/embryophyta_pltd.fam results/organelles/tmp_XXXXUPvmGw/tmpXXXXAMfdkv.fa 
# Current dir:     /home/proj_202504p2_BD-MED/abner/durio/assembly/DurSin
# Date:            Wed Apr  8 01:39:19 2026
# [ok]
# target name        accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
ycf2                 -          u7                   -             1316    5099    1472    5166    1468    5169    6869    +           0 4254.0 213.3  -
rrn23                -          u7                   -                1    2810   18366   21176   18366   21176    2810    +           0 3692.1  69.5  -
ndhF                 -          u7                   -                1    2223   41179   43395   41179   43415    2235    +           0 2289.9 228.9  -
ycf2                 -          u7                   -             5037    6869    5157    7020    5157    7020    6869    +           0 2148.7  55.5  -
rrn16                -          u7                   -                1    1491   14457   15947   14457   15947    1491    +           0 1943.4  35.4  -
ndhD                 -          u7                   -                1    1503   36000   37502   36000   37502    1503    +           0 1752.9 106.2  -
ycf2                 -          u7                   -                3    1347     114    1461     112    1470    6869    +           0 1622.8  62.4  -
ndhH                 -          u7                   -                1    1182   29866   31047   29866   31047    1182    +           0 1416.2  52.2  -
ycf1                 -          u7                   -             2881    5003   26179   28194   26159   28209    5864    +           0 1234.8 311.2  -
ccsA                 -          u7                   -                1     966   38779   37808   38779   37808     966    -           0 1087.7  78.7  -
ndhB                 -          u7                   -                1     778   10899   10122   10899   10102    1533    -    2.4e-299  995.6  39.9  -
ycf5                 -          u7                   -                1     971   38779   37821   38779   37805     978    -    3.3e-295  980.8  77.5  -
ndhB                 -          u7                   -              775    1533    9442    8684    9462    8684    1533    -    3.6e-289  961.9  38.6  -
ycf1                 -          u7                   -             1156    2546   24327   25704   24321   25709    5864    +    3.7e-254  844.1 145.3  -
ycf1                 -          u7                   -             4888    5806   28213   29114   28194   29137    5864    +    2.7e-195  648.6 122.6  -
ndhA                 -          u7                   -                1     565   31049   31613   31049   31627    1092    +    4.2e-190  633.9  35.4  -
ndhA                 -          u7                   -              537    1092   32751   33307   32731   33307    1092    +    2.8e-179  598.0  46.4  -
ndhI                 -          u7                   -                1     502   33390   33891   33390   33893     504    +    5.6e-179  596.6  26.6  -
ndhG                 -          u7                   -                1     531   34319   34849   34319   34849     531    +    4.6e-175  583.8  50.6  -
ycf1                 -          u7                   -              113     712   23327   23938   23312   23943    5864    +      3e-172  572.1  51.3  -
rps7                 -          u7                   -                1     468   11690   11223   11690   11223     468    -    1.1e-170  569.2  20.5  -
ycf68                -          u7                   -                1     478   16371   16855   16371   16863     484    +    4.3e-169  563.8   0.2  -
rpl2                 -          u7                   -                1     391   44314   44704   44314   44722     826    +      3e-147  491.8  13.5  -
ndhE                 -          u7                   -                1     305   35075   35379   35075   35380     306    +    4.4e-104  349.2  28.3  -
ycf1                 -          u7                   -             2479    2905   25708   26131   25702   26151    5864    +    1.4e-102  340.8  28.6  -
rpl23                -          u7                   -                1     282   44014   44295   44014   44295     282    +     5.8e-99  332.5  12.3  -
ycf15                -          u7                   -               25     382    7019    7401    6996    7430     506    +     1.1e-89  301.4  19.8  -
rps12                -          u7                   -              114     346   12565   12333   12585   12321     372    -     8.6e-88  295.7   2.3  -
psaC                 -          u7                   -                1     246   35623   35868   35623   35868     246    +     4.2e-86  289.7   7.4  -
rps15                -          u7                   -                1     272   29499   29770   29499   29771     273    +       5e-78  264.0  39.2  -
ycf1                 -          u7                   -              667    1033   23941   24325   23938   24328    5864    +     3.1e-73  243.4  21.3  -
rpl32                -          u7                   -                1     154   40252   40099   40252   40087     165    -     6.9e-44  151.8  16.5  -
rrn5                 -          u7                   -                1     121   21603   21723   21603   21723     121    +     1.3e-42  146.6   0.8  -
rrn4.5               -          u7                   -                1     103   21275   21377   21275   21377     103    +     2.3e-35  123.3   2.5  -
ycf15                -          u7                   -              260     427    7558    7762    7548    7789     506    +     3.9e-29  101.6   1.9  -
trnL-CAA             -          u7                   -                1      81    8049    7969    8049    7969      81    -     3.8e-28   99.9   1.2  -
trnL-UAG             -          u7                   -                1      80   38958   38879   38958   38879      80    -     2.5e-27   97.6   2.1  -
trnR-ACG             -          u7                   -                1      74   21996   22069   21996   22069      74    +     1.5e-25   91.7   2.9  -
trnV-GAC             -          u7                   -                2      72   14162   14232   14161   14232      72    +     3.3e-24   87.4   0.6  -
trnN-GUU             -          u7                   -                1      72   22792   22721   22792   22721      72    -     1.4e-23   85.3   1.6  -
trnR-CCG             -          u7                   -                2      74   21997   22069   21996   22069      74    +     4.7e-16   61.0   2.8  -
trnA-UGC             -          u7                   -                1      38   17336   17373   17336   17393      73    +     7.1e-10   41.1   1.4  -
trnI-GAU             -          u7                   -                1      42   16230   16271   16230   16291      72    +     7.5e-10   41.3   1.1  -
